"";"w";"p"
"2716";72;52
"2774";72;5
"2817";72;69
"2899";72;99
"2945";72;22
"3207";72;25
"3215";72;15
"3241";72;97
"3343";72;6
"3387";72;1
"3466";72;65
"3492";72;40
"3636";72;42
"3645";72;92
"3825";72;16
"4010";72;6
"4021";72;9
"4162";72;49
"4235";72;86
"4265";72;14
"4277";72;29
"4369";72;33
"4515";72;55
"4533";72;42
"4739";72;10
"4851";72;16
"4936";72;76
"4985";72;9
"323";73;35
"349";73;2
"432";73;53
"692";73;35
"751";73;65
"879";73;74
"907";73;33
"928";73;24
"1015";73;72
"1074";73;78
"1202";73;27
"1327";73;98
"1518";73;92
"1920";73;28
"2156";73;89
"2232";73;9
"2419";73;54
"2429";73;20
"2478";73;98
"2798";73;14
"2975";73;39
"3187";73;31
"3240";73;43
"3447";73;67
"3468";73;34
"3551";73;74
"3637";73;39
"3962";73;38
"4127";73;42
"4151";73;41
"4156";73;66
"4173";73;59
"4258";73;2
"4572";73;30
"4575";73;100
"4595";73;80
"4684";73;27
"4698";73;46
"4740";73;99
"4815";73;67
"4868";73;55
"92";74;9
"175";74;79
"215";74;42
"362";74;58
"529";74;48
"557";74;57
"671";74;16
"783";74;60
"933";74;4
"1081";74;75
"1188";74;42
"1336";74;17
"1440";74;22
"1720";74;64
"1800";74;11
"1975";74;88
"2001";74;57
"2167";74;91
"2168";74;95
"2505";74;94
"2708";74;52
"2731";74;87
"2857";74;22
"3130";74;28
"3216";74;67
"3298";74;61
"3307";74;70
"3329";74;99
"3565";74;68
"3566";74;38
"3690";74;15
"3708";74;73
"3727";74;82
"3733";74;34
"3949";74;93
"3954";74;29
"4049";74;84
"4335";74;5
"4352";74;32
"4375";74;38
"4508";74;35
"4625";74;36
"4663";74;46
"4907";74;13
"64";75;41
"99";75;87
"102";75;18
"142";75;69
"225";75;69
"257";75;70
"271";75;28
"376";75;94
"391";75;29
"472";75;100
"497";75;72
"684";75;91
"868";75;98
"882";75;22
"912";75;63
"1342";75;84
"1609";75;9
"1727";75;69
"1916";75;96
"1973";75;78
"1986";75;13
"1994";75;17
"2210";75;28
"2252";75;12
"2294";75;8
"2459";75;93
"2460";75;66
"2515";75;79
"2531";75;16
"2834";75;46
"2882";75;47
"2982";75;80
"3004";75;3
"3051";75;37
"3064";75;63
"3264";75;59
"3287";75;58
"3385";75;11
"3412";75;33
"3457";75;4
"3513";75;72
"3597";75;30
"3651";75;29
"3820";75;35
"3923";75;35
"3931";75;71
"4102";75;44
"4143";75;52
"4219";75;63
"4458";75;45
"4475";75;44
"4550";75;65
"4599";75;81
"4685";75;24
"4988";75;20
"6";76;27
"189";76;78
"422";76;71
"615";76;52
"835";76;75
"902";76;74
"1326";76;25
"1587";76;62
"1702";76;29
"1896";76;39
"1936";76;68
"2000";76;76
"2395";76;68
"2446";76;5
"2627";76;94
"2658";76;94
"2806";76;33
"2944";76;64
"2984";76;26
"3034";76;9
"3113";76;75
"3302";76;73
"3428";76;96
"3538";76;85
"3540";76;72
"3746";76;88
"4070";76;28
"4076";76;3
"4113";76;23
"4157";76;1
"4160";76;94
"4230";76;94
"4321";76;47
"4334";76;62
"4379";76;59
"4555";76;93
"4848";76;18
"4952";76;60
"212";77;59
"824";77;29
"875";77;47
"1089";77;92
"1139";77;3
"1150";77;27
"1207";77;36
"1505";77;29
"1549";77;71
"1593";77;4
"1715";77;7
"1758";77;72
"1843";77;54
"1902";77;83
"2058";77;50
"2123";77;9
"2382";77;15
"2499";77;54
"2569";77;93
"2672";77;49
"2825";77;43
"2837";77;26
"2893";77;9
"2911";77;16
"3080";77;36
"3330";77;66
"3393";77;7
"3477";77;13
"3504";77;56
"3726";77;79
"3758";77;6
"4004";77;83
"4061";77;32
"4115";77;74
"4355";77;42
"4396";77;54
"4428";77;23
"4463";77;63
"4577";77;18
"4760";77;77
"4934";77;3
"4958";77;71
"62";78;35
"114";78;24
"169";78;100
"327";78;51
"453";78;41
"527";78;18
"660";78;32
"755";78;8
"1093";78;91
"1189";78;17
"1228";78;55
"1239";78;71
"1277";78;61
"1619";78;80
"1684";78;78
"1695";78;85
"1823";78;38
"1899";78;68
"1966";78;94
"2012";78;12
"2089";78;3
"2165";78;65
"2260";78;86
"2363";78;96
"2417";78;100
"2493";78;62
"2596";78;50
"2650";78;34
"2730";78;26
"2892";78;67
"2952";78;39
"3059";78;23
"3109";78;1
"3196";78;27
"3211";78;7
"3309";78;19
"3324";78;30
"3380";78;15
"3479";78;37
"3499";78;86
"3607";78;96
"3760";78;100
"3889";78;1
"3930";78;44
"3952";78;86
"4055";78;17
"4132";78;74
"4247";78;91
"4365";78;84
"4553";78;39
"4564";78;29
"4706";78;11
"4956";78;81
"97";79;80
"266";79;83
"459";79;93
"469";79;59
"482";79;22
"498";79;50
"591";79;34
"679";79;4
"721";79;11
"767";79;74
"958";79;74
"1031";79;91
"1214";79;51
"1596";79;75
"1657";79;16
"1660";79;35
"1666";79;19
"1686";79;50
"1773";79;19
"1808";79;7
"1897";79;34
"1981";79;74
"2028";79;82
"2320";79;8
"2435";79;57
"2526";79;65
"2580";79;66
"2633";79;48
"2769";79;45
"2942";79;74
"2979";79;80
"3089";79;5
"3246";79;94
"3254";79;32
"3280";79;19
"3406";79;34
"3522";79;41
"3558";79;9
"3612";79;25
"3701";79;6
"3828";79;91
"3920";79;52
"4072";79;69
"4147";79;49
"4438";79;51
"4601";79;63
"4767";79;52
"4804";79;31
"197";80;34
"434";80;26
"637";80;76
"674";80;20
"797";80;12
"819";80;21
"821";80;57
"1127";80;6
"1186";80;49
"1201";80;25
"1276";80;38
"1320";80;28
"1633";80;91
"1643";80;24
"1769";80;51
"1965";80;89
"1982";80;33
"2009";80;100
"2144";80;69
"2200";80;24
"2238";80;2
"2257";80;79
"2344";80;70
"2383";80;79
"2412";80;44
"2463";80;59
"2469";80;67
"2600";80;24
"2635";80;59
"2760";80;10
"2775";80;14
"2891";80;100
"2964";80;85
"2985";80;24
"3119";80;25
"3190";80;4
"3247";80;4
"3352";80;69
"3408";80;77
"3410";80;39
"3473";80;49
"3503";80;16
"3621";80;15
"3654";80;86
"3824";80;81
"3977";80;27
"4022";80;73
"4063";80;34
"4189";80;96
"4349";80;39
"4521";80;79
"4605";80;61
"4638";80;9
"4647";80;50
"4672";80;22
"4764";80;55
"4772";80;36
"4784";80;47
"4887";80;25
"42";81;24
"126";81;30
"213";81;83
"293";81;77
"425";81;14
"947";81;50
"971";81;77
"1068";81;62
"1073";81;65
"1084";81;31
"1118";81;52
"1250";81;94
"1251";81;57
"1401";81;63
"1563";81;53
"1592";81;2
"1615";81;89
"1681";81;46
"1748";81;43
"1786";81;37
"1906";81;68
"1945";81;15
"2285";81;57
"2369";81;71
"2370";81;94
"2485";81;25
"2518";81;63
"2603";81;80
"2621";81;39
"2836";81;7
"2881";81;31
"3031";81;22
"3052";81;38
"3081";81;36
"3233";81;14
"3249";81;16
"3367";81;8
"3386";81;77
"3416";81;13
"3450";81;37
"3467";81;96
"3666";81;22
"3667";81;75
"3672";81;33
"3933";81;90
"3946";81;9
"3983";81;23
"4274";81;91
"4278";81;48
"4482";81;33
"4606";81;80
"4659";81;15
"4715";81;67
"4725";81;96
"4726";81;94
"4733";81;68
"4902";81;22
"4991";81;74
"31";82;70
"50";82;95
"68";82;24
"87";82;7
"110";82;9
"115";82;33
"235";82;24
"238";82;69
"363";82;17
"414";82;1
"572";82;57
"592";82;58
"682";82;70
"791";82;75
"828";82;54
"888";82;23
"900";82;66
"1274";82;13
"1286";82;38
"1329";82;47
"1486";82;16
"1661";82;48
"1662";82;21
"1835";82;8
"1857";82;69
"1874";82;23
"1972";82;74
"2008";82;69
"2026";82;63
"2473";82;38
"2495";82;60
"2561";82;79
"2583";82;27
"2649";82;94
"2669";82;23
"2687";82;14
"2777";82;63
"2814";82;92
"3026";82;76
"3078";82;19
"3083";82;44
"3183";82;14
"3395";82;46
"3500";82;14
"3516";82;41
"3536";82;81
"3561";82;6
"3765";82;36
"3814";82;61
"3817";82;20
"3853";82;46
"4005";82;91
"4044";82;76
"4343";82;7
"4346";82;93
"4404";82;16
"4461";82;10
"4621";82;4
"4632";82;79
"4676";82;43
"4882";82;85
"4884";82;14
"4957";82;95
"23";83;41
"40";83;23
"53";83;83
"129";83;67
"226";83;75
"408";83;6
"484";83;85
"506";83;1
"661";83;41
"683";83;34
"723";83;27
"732";83;35
"799";83;12
"800";83;29
"1012";83;5
"1046";83;6
"1107";83;8
"1146";83;85
"1193";83;71
"1237";83;99
"1299";83;40
"1471";83;31
"1511";83;77
"1627";83;98
"1697";83;40
"1735";83;14
"1863";83;47
"1962";83;53
"2098";83;42
"2159";83;40
"2178";83;43
"2193";83;84
"2255";83;53
"2268";83;42
"2287";83;38
"2302";83;100
"2823";83;30
"2900";83;17
"3039";83;51
"3045";83;52
"3112";83;71
"3212";83;41
"3235";83;66
"3262";83;36
"3315";83;6
"3326";83;15
"3606";83;34
"3678";83;56
"3762";83;97
"3928";83;36
"4209";83;74
"4320";83;6
"4356";83;78
"4378";83;14
"4480";83;43
"4513";83;43
"4531";83;15
"4655";83;73
"4776";83;5
"4874";83;99
"4969";83;41
"48";84;56
"111";84;7
"255";84;83
"258";84;86
"500";84;47
"560";84;65
"634";84;68
"687";84;51
"715";84;60
"804";84;41
"829";84;78
"878";84;81
"1010";84;73
"1017";84;31
"1136";84;32
"1148";84;4
"1172";84;64
"1181";84;23
"1225";84;21
"1309";84;14
"1598";84;77
"1626";84;87
"1664";84;42
"1674";84;79
"1729";84;94
"2142";84;51
"2182";84;46
"2227";84;54
"2265";84;87
"2291";84;68
"2448";84;70
"2623";84;73
"2631";84;73
"3014";84;51
"3020";84;47
"3023";84;13
"3086";84;57
"3168";84;63
"3265";84;35
"3288";84;41
"3291";84;22
"3681";84;52
"3725";84;4
"3829";84;42
"4019";84;21
"4251";84;77
"4526";84;20
"4827";84;43
"4878";84;37
"4968";84;33
"4975";84;78
"39";85;59
"218";85;41
"277";85;22
"319";85;57
"341";85;66
"480";85;40
"706";85;69
"744";85;17
"793";85;25
"1112";85;34
"1174";85;70
"1399";85;90
"1534";85;54
"1745";85;75
"1746";85;96
"1933";85;67
"1977";85;61
"2197";85;58
"2220";85;58
"2424";85;12
"2651";85;59
"2654";85;91
"2715";85;4
"2795";85;69
"2863";85;35
"3126";85;29
"3201";85;75
"3208";85;51
"3258";85;40
"3458";85;100
"3521";85;81
"3925";85;7
"3966";85;2
"4174";85;55
"4319";85;91
"4518";85;2
"4570";85;19
"4661";85;16
"4682";85;38
"4768";85;32
"4808";85;13
"4855";85;25
"11";86;44
"46";86;89
"173";86;20
"322";86;2
"347";86;100
"488";86;72
"877";86;46
"1088";86;18
"1199";86;75
"1206";86;33
"1247";86;18
"1334";86;95
"1374";86;53
"1877";86;88
"2400";86;15
"2912";86;64
"2913";86;1
"2971";86;97
"3058";86;41
"3136";86;29
"3310";86;2
"3312";86;62
"3313";86;52
"3349";86;25
"3425";86;65
"3751";86;31
"4069";86;41
"4253";86;44
"4306";86;24
"4559";86;1
"4799";86;42
"4906";86;42
"4950";86;21
"4992";86;3
"43";87;25
"85";87;80
"168";87;52
"309";87;42
"314";87;2
"364";87;100
"390";87;70
"418";87;94
"474";87;88
"669";87;40
"708";87;22
"946";87;55
"1018";87;28
"1143";87;91
"1256";87;12
"1291";87;100
"1400";87;90
"1455";87;10
"1512";87;20
"1783";87;36
"1784";87;4
"1851";87;63
"1958";87;34
"1984";87;34
"2039";87;85
"2173";87;79
"2308";87;46
"2326";87;99
"2360";87;69
"2404";87;56
"2455";87;43
"2464";87;28
"2476";87;17
"2556";87;62
"2572";87;2
"2634";87;77
"2675";87;59
"2747";87;91
"2772";87;17
"2927";87;40
"3193";87;91
"3253";87;2
"3263";87;24
"3368";87;70
"3402";87;85
"3578";87;17
"3596";87;15
"3815";87;26
"3897";87;51
"3906";87;97
"4073";87;87
"4413";87;62
"4440";87;16
"4473";87;47
"4492";87;74
"4640";87;6
"4732";87;11
"4838";87;50
"4994";87;40
"8";88;38
"127";88;82
"274";88;26
"276";88;33
"580";88;44
"757";88;22
"1049";88;1
"1345";88;70
"1362";88;56
"1622";88;51
"1711";88;66
"2111";88;8
"2154";88;68
"2184";88;89
"2185";88;45
"2384";88;34
"2682";88;80
"2784";88;64
"2790";88;43
"2977";88;8
"3244";88;62
"3350";88;8
"3372";88;93
"3663";88;53
"3699";88;6
"3756";88;77
"3810";88;8
"3972";88;97
"4067";88;36
"4184";88;77
"4239";88;43
"4408";88;14
"4668";88;1
"4946";88;21
"4981";88;13
"120";89;53
"134";89;50
"244";89;75
"555";89;58
"866";89;79
"1134";89;68
"1205";89;80
"1257";89;18
"1264";89;71
"1288";89;99
"1448";89;93
"1472";89;70
"1522";89;91
"1564";89;90
"2006";89;18
"2091";89;2
"2100";89;63
"2194";89;49
"2413";89;46
"2497";89;86
"2511";89;81
"2543";89;25
"2594";89;58
"2689";89;81
"2789";89;93
"2864";89;50
"2916";89;22
"3067";89;9
"3100";89;53
"3122";89;99
"3517";89;78
"3591";89;70
"3728";89;33
"3953";89;78
"4100";89;29
"4155";89;36
"4416";89;18
"4418";89;72
"4548";89;72
"4591";89;37
"4615";89;93
"4666";89;32
"4918";89;72
"4961";89;18
"17";90;91
"78";90;24
"268";90;8
"346";90;59
"412";90;62
"553";90;96
"826";90;35
"892";90;50
"981";90;90
"982";90;63
"1083";90;67
"1096";90;63
"1105";90;99
"1234";90;59
"1560";90;69
"1833";90;19
"1914";90;68
"1934";90;10
"2019";90;65
"2090";90;6
"2161";90;25
"2235";90;37
"2378";90;95
"2416";90;3
"2694";90;98
"2877";90;42
"2890";90;67
"2905";90;16
"2924";90;71
"3225";90;13
"3266";90;17
"3592";90;14
"3618";90;4
"3664";90;46
"3803";90;73
"3842";90;18
"3951";90;17
"4032";90;5
"4066";90;63
"4331";90;52
"4439";90;20
"4500";90;52
"4669";90;15
"4693";90;22
"4702";90;30
"4789";90;28
"4861";90;36
"84";91;42
"88";91;77
"146";91;84
"210";91;42
"417";91;98
"531";91;25
"657";91;20
"690";91;35
"697";91;95
"698";91;83
"1113";91;94
"1517";91;2
"1528";91;94
"1600";91;29
"1802";91;28
"1873";91;64
"1878";91;75
"1917";91;15
"1931";91;87
"2104";91;55
"2251";91;30
"2374";91;43
"2443";91;44
"2462";91;90
"2477";91;4
"2486";91;51
"2818";91;22
"2850";91;51
"2959";91;98
"3049";91;63
"3120";91;93
"3421";91;12
"3632";91;67
"3713";91;91
"3851";91;54
"4014";91;56
"4126";91;13
"4385";91;98
"4401";91;80
"4420";91;49
"4443";91;42
"4620";91;54
"4837";91;52
"71";92;93
"185";92;72
"559";92;82
"566";92;28
"870";92;88
"884";92;96
"908";92;3
"917";92;13
"1002";92;43
"1071";92;93
"1085";92;3
"1120";92;100
"1176";92;24
"1261";92;11
"1366";92;98
"1428";92;75
"1529";92;72
"1624";92;63
"1645";92;35
"1804";92;11
"2195";92;2
"2415";92;4
"2430";92;45
"2589";92;45
"2643";92;76
"2645";92;48
"2737";92;12
"2906";92;9
"2920";92;28
"2929";92;22
"3150";92;64
"3415";92;16
"3420";92;59
"3456";92;33
"3553";92;64
"3600";92;15
"3646";92;94
"3655";92;100
"3834";92;41
"4138";92;35
"4198";92;19
"4470";92;12
"4489";92;36
"4565";92;77
"4766";92;45
"4773";92;34
"4811";92;37
"4833";92;65
"4879";92;57
"4886";92;36
"4903";92;85
"4999";92;9
"306";93;82
"702";93;30
"740";93;82
"764";93;78
"921";93;37
"1030";93;75
"1038";93;98
"1042";93;23
"1297";93;1
"1424";93;55
"1485";93;11
"1555";93;80
"1679";93;71
"1685";93;14
"1761";93;61
"1884";93;78
"2140";93;41
"2305";93;84
"2521";93;27
"2626";93;7
"2638";93;42
"2712";93;47
"2996";93;49
"3279";93;99
"3292";93;40
"3371";93;95
"3445";93;46
"3602";93;24
"3652";93;46
"3759";93;3
"3798";93;33
"4013";93;74
"4017";93;12
"4180";93;7
"4371";93;82
"4490";93;80
"4594";93;99
"4803";93;1
"4821";93;62
"73";94;34
"136";94;83
"154";94;18
"248";94;93
"304";94;37
"374";94;36
"479";94;89
"670";94;16
"808";94;51
"951";94;64
"974";94;51
"996";94;33
"1347";94;81
"1370";94;16
"1403";94;32
"1500";94;12
"1501";94;87
"1638";94;61
"1656";94;99
"1733";94;43
"1875";94;24
"1928";94;23
"2086";94;53
"2110";94;36
"2143";94;47
"2199";94;29
"2283";94;35
"2401";94;32
"2453";94;14
"2574";94;4
"2758";94;92
"2807";94;72
"2827";94;94
"3029";94;20
"3194";94;27
"3374";94;48
"3665";94;61
"3712";94;35
"3783";94;23
"3927";94;17
"3969";94;50
"4134";94;69
"4171";94;32
"4182";94;88
"4200";94;40
"4267";94;83
"4409";94;20
"4455";94;80
"4464";94;68
"4744";94;13
"4829";94;65
"4856";94;21
"4891";94;3
"25";95;57
"147";95;46
"289";95;41
"439";95;37
"452";95;52
"457";95;50
"463";95;68
"538";95;68
"552";95;31
"631";95;10
"643";95;45
"743";95;77
"906";95;32
"972";95;46
"1164";95;22
"1275";95;28
"1282";95;6
"1315";95;56
"1356";95;62
"1410";95;27
"1415";95;95
"1647";95;25
"1670";95;60
"1713";95;49
"1891";95;85
"2665";95;59
"2674";95;56
"2800";95;89
"2915";95;68
"3137";95;14
"3306";95;72
"3407";95;83
"3451";95;45
"3533";95;18
"3731";95;67
"3830";95;62
"4039";95;34
"4065";95;42
"4131";95;100
"4245";95;48
"4328";95;49
"4372";95;14
"4399";95;94
"4549";95;90
"4554";95;73
"4633";95;45
"4699";95;51
"4749";95;99
"4796";95;17
"4850";95;56
"4880";95;65
"32";96;66
"52";96;73
"93";96;93
"130";96;42
"132";96;90
"159";96;20
"269";96;29
"365";96;80
"803";96;79
"833";96;20
"954";96;83
"1123";96;50
"1194";96;2
"1230";96;22
"1233";96;62
"1489";96;45
"1677";96;17
"1738";96;84
"2056";96;17
"2114";96;57
"2298";96;93
"2484";96;99
"2655";96;31
"2698";96;34
"2788";96;86
"2815";96;70
"2828";96;87
"2866";96;95
"2978";96;11
"3050";96;62
"3135";96;23
"3347";96;90
"3382";96;79
"3403";96;54
"3441";96;94
"3476";96;61
"3535";96;67
"3546";96;70
"3550";96;82
"3656";96;47
"3671";96;89
"3744";96;47
"3794";96;66
"3795";96;78
"3856";96;4
"3941";96;16
"3948";96;31
"4130";96;89
"4237";96;52
"4340";96;76
"4359";96;47
"4540";96;51
"4650";96;71
"4750";96;22
"4787";96;28
"4897";96;94
"16";97;77
"33";97;78
"81";97;45
"117";97;54
"164";97;54
"324";97;69
"601";97;99
"614";97;89
"629";97;15
"838";97;56
"843";97;10
"872";97;12
"1070";97;28
"1077";97;100
"1095";97;83
"1151";97;50
"1190";97;34
"1278";97;80
"1393";97;25
"1422";97;95
"1460";97;69
"1467";97;18
"1469";97;43
"1771";97;14
"1791";97;99
"1955";97;52
"2162";97;89
"2296";97;84
"2312";97;18
"2481";97;31
"2522";97;30
"2602";97;39
"2838";97;21
"2880";97;11
"2901";97;79
"3011";97;1
"3117";97;25
"3283";97;73
"3293";97;69
"3532";97;40
"3767";97;39
"3793";97;68
"3919";97;6
"4043";97;98
"4109";97;89
"4150";97;23
"4300";97;94
"4322";97;48
"4324";97;79
"4433";97;76
"4459";97;54
"4552";97;36
"4910";97;49
"4911";97;34
"35";98;16
"209";98;1
"224";98;99
"264";98;42
"288";98;52
"296";98;21
"413";98;2
"746";98;26
"790";98;80
"897";98;10
"1130";98;39
"1290";98;39
"1300";98;96
"1333";98;2
"1433";98;86
"1495";98;37
"1585";98;99
"1714";98;25
"2069";98;52
"2117";98;17
"2273";98;33
"2301";98;27
"2411";98;74
"2426";98;24
"2490";98;84
"2595";98;65
"2734";98;34
"2953";98;90
"3220";98;7
"3239";98;93
"3268";98;17
"3284";98;40
"3332";98;8
"3335";98;68
"3505";98;74
"3569";98;40
"3613";98;96
"3700";98;99
"3833";98;12
"3858";98;88
"3859";98;48
"3905";98;15
"3916";98;30
"4339";98;44
"4384";98;9
"4397";98;19
"4532";98;97
"4547";98;58
"4608";98;76
"4743";98;11
"4864";98;45
"4869";98;14
"4921";98;22
"4";99;17
"178";99;76
"308";99;34
"331";99;2
"471";99;97
"639";99;39
"807";99;9
"854";99;77
"856";99;50
"970";99;93
"1053";99;68
"1101";99;40
"1106";99;48
"1135";99;58
"1386";99;33
"1392";99;91
"1395";99;20
"1558";99;49
"1606";99;69
"1613";99;9
"1734";99;66
"1739";99;3
"1752";99;32
"1824";99;73
"1829";99;55
"1974";99;63
"1993";99;72
"2018";99;23
"2029";99;45
"2093";99;6
"2263";99;78
"2281";99;27
"2438";99;86
"2538";99;30
"2646";99;51
"2842";99;44
"2855";99;91
"3108";99;64
"3631";99;98
"3675";99;66
"3936";99;32
"3974";99;54
"4046";99;74
"4078";99;91
"4175";99;18
"4248";99;9
"4357";99;91
"4381";99;90
"4474";99;27
"4812";99;27
"4814";99;58
"4964";99;40
"4979";99;88
"63";100;24
"201";100;12
"208";100;83
"247";100;9
"283";100;36
"448";100;20
"487";100;46
"518";100;92
"608";100;7
"611";100;59
"652";100;9
"668";100;2
"703";100;11
"802";100;67
"1318";100;40
"1466";100;66
"1640";100;63
"1667";100;52
"1676";100;95
"1694";100;10
"1806";100;14
"1817";100;62
"1855";100;3
"1923";100;8
"2099";100;90
"2124";100;71
"2132";100;83
"2160";100;33
"2164";100;71
"2174";100;90
"2188";100;62
"2239";100;79
"2351";100;48
"2450";100;64
"2504";100;40
"2528";100;3
"3088";100;80
"3149";100;8
"3278";100;60
"3301";100;33
"3448";100;11
"3488";100;69
"3694";100;36
"3737";100;68
"3790";100;97
"3857";100;92
"3887";100;70
"4165";100;59
"4382";100;46
"4421";100;38
"4429";100;34
"4630";100;27
"4662";100;99
"4678";100;99
"4745";100;81
"4748";100;74
"4759";100;50
