"";"w";"p"
"1388";716;752
"2064";716;645
"3576";716;616
"93";717;768
"1892";717;635
"2718";717;793
"3310";717;646
"287";718;802
"886";718;788
"1096";718;789
"3135";718;806
"4791";718;722
"877";719;794
"2467";719;700
"2888";719;693
"4357";719;748
"1302";721;683
"1948";721;627
"2480";721;641
"4731";721;662
"426";722;658
"604";722;734
"2882";722;693
"885";723;637
"1493";723;748
"1698";723;707
"1920";723;813
"2133";723;631
"2924";723;682
"3336";723;716
"3370";723;649
"3812";723;739
"3835";723;779
"4962";723;667
"4180";724;630
"4435";724;693
"186";725;814
"751";725;702
"2093";725;731
"2580";725;723
"4073";725;823
"4382";725;733
"752";726;760
"781";726;652
"806";726;647
"1033";726;675
"1250";726;776
"2071";726;769
"3667";726;629
"524";727;765
"2489";727;702
"2267";728;647
"2579";728;802
"2977";728;725
"1375";729;808
"1597";729;648
"2087";729;761
"2539";730;669
"4656";730;786
"2676";731;636
"4196";731;727
"845";732;772
"2571";732;661
"3815";732;821
"3862";732;676
"4119";732;742
"834";733;785
"1025";733;800
"3237";733;763
"3422";733;659
"3658";733;831
"3693";733;633
"4524";733;716
"4668";733;803
"1166";734;652
"1183";734;728
"1933";734;699
"2429";734;686
"3439";734;802
"931";735;638
"1997";735;725
"2929";735;694
"3136";735;735
"4363";735;835
"4825";735;739
"31";736;637
"823";736;828
"3558";736;752
"4838";736;762
"4959";736;726
"153";737;801
"289";737;695
"543";737;789
"1118";737;771
"2241";737;823
"585";738;661
"2410";738;770
"2619";738;643
"2774";738;704
"3432";738;838
"3683";738;690
"4466";738;693
"612";739;807
"2006";739;758
"2030";739;779
"366";740;750
"1002";740;654
"2741";740;644
"2857";740;648
"3524";740;839
"4027";740;691
"225";741;837
"1958";741;793
"3443";741;709
"540";742;729
"917";742;833
"1806";742;752
"2327";742;721
"2405";742;709
"2847";742;828
"3625";742;818
"4085";742;811
"4592";742;645
"2669";743;749
"3669";743;794
"3882";743;670
"4089";743;711
"1738";744;831
"4729";744;723
"4885";744;812
"4637";745;780
"353";746;684
"393";746;803
"1981";746;743
"2675";746;825
"3339";746;828
"4246";746;668
"4490";746;836
"285";747;829
"1114";747;796
"3687";747;819
"3828";747;783
"4161";747;813
"450";748;823
"1330";748;805
"1725";748;793
"2373";748;718
"4289";748;711
"4624";748;686
"4857";748;741
"4990";748;667
"2286";749;670
"2522";749;775
"3588";749;738
"3690";749;800
"4070";749;691
"90";750;770
"1625";750;718
"507";751;729
"2194";751;656
"4459";751;770
"4872";751;845
"1108";752;678
"1181";752;846
"2448";752;824
"2589";752;663
"3907";752;660
"1271";753;781
"1655";753;740
"1702";753;778
"2348";753;831
"4077";753;698
"2143";754;661
"4084";754;760
"4495";754;789
"889";755;823
"1831";755;744
"2533";755;655
"2900";755;744
"3315";755;812
"3601";755;822
"4793";755;853
"245";756;833
"1805";756;844
"1937";756;792
"2198";756;657
"4893";756;673
"3289";757;837
"3912";757;758
"4203";757;686
"4756";757;659
"1308";758;756
"2419";758;760
"2880";758;817
"4452";758;696
"4907";758;733
"911";759;841
"1198";759;721
"1258";759;736
"1472";759;778
"2115";759;720
"2754";759;704
"3106";759;842
"3782";759;665
"1463";760;699
"1520";760;704
"3137";760;676
"551";761;800
"783";761;802
"1079";761;702
"1482";761;728
"1616";761;820
"1845";761;756
"1869";761;726
"3459";761;778
"4041";761;693
"1560";762;754
"2392";762;722
"273";763;791
"993";763;755
"1543";763;706
"2268";763;805
"2456";763;809
"2714";763;738
"3195";763;798
"2161";764;839
"2216";764;727
"2671";764;778
"3448";764;849
"4215";764;779
"4460";764;727
"837";765;670
"2107";765;714
"4803";765;729
"822";766;685
"874";766;694
"1973";766;802
"2810";766;727
"2935";766;851
"3353";766;757
"4906";766;861
"1099";767;699
"3741";767;709
"3743";767;836
"3823";767;806
"4461";767;700
"4686";767;716
"4874";767;749
"276";768;769
"1049";768;831
"1766";768;733
"2171";768;745
"2603";768;710
"3247";768;696
"3953";768;689
"1789";769;862
"4321";769;797
"4359";769;721
"668";770;841
"1038";770;730
"1412";770;736
"1511";770;846
"4287";770;810
"4943";770;793
"566";771;823
"2752";771;794
"4005";771;728
"180";772;686
"410";772;730
"554";772;697
"929";772;680
"930";772;766
"1024";772;721
"1740";772;865
"2012";772;679
"4535";772;830
"172";773;868
"588";773;799
"1671";773;848
"1860";773;773
"2986";773;746
"4141";773;746
"4420";773;855
"217";774;853
"2881";774;860
"4090";774;848
"4275";774;692
"4861";774;791
"330";775;776
"408";775;787
"586";775;709
"1053";775;687
"1608";775;688
"2353";775;869
"4973";775;684
"358";776;769
"1466";776;698
"3969";776;866
"4083";776;800
"1444";777;862
"2245";777;708
"2254";777;769
"2274";777;697
"2697";777;747
"2796";777;800
"3172";777;692
"3609";777;741
"4199";777;767
"1557";778;851
"1755";778;835
"2324";778;730
"2417";778;679
"2842";778;733
"4333";778;831
"4716";778;828
"117";779;814
"1439";779;858
"3065";779;867
"4406";779;774
"1406";780;838
"2727";780;858
"2970";780;860
"4501";780;704
"1231";781;718
"1370";781;847
"2406";781;732
"3598";781;802
"198";782;836
"2081";782;825
"2801";782;727
"3469";782;806
"3660";782;866
"3917";782;708
"1107";783;793
"144";784;768
"1077";784;818
"2525";784;696
"4832";784;842
"4942";784;814
"4966";784;754
"127";785;865
"257";785;715
"1736";785;815
"2132";785;775
"3163";785;705
"3184";785;862
"3702";785;685
"833";786;771
"1100";786;802
"2518";786;721
"3748";786;836
"427";787;771
"1169";787;750
"122";788;764
"448";788;733
"2316";788;845
"4277";788;839
"2059";789;804
"2883";789;837
"3765";789;851
"4919";789;714
"1242";790;713
"2948";790;832
"4102";790;715
"3764";791;771
"43";792;815
"1414";792;836
"539";793;749
"731";793;872
"2180";793;699
"2329";793;889
"2372";793;833
"2712";793;849
"2761";793;839
"2418";794;738
"3177";794;698
"3249";794;835
"3528";794;708
"4720";794;707
"4815";794;861
"2357";795;772
"2962";795;719
"3918";795;845
"1325";796;840
"3098";796;877
"3713";796;762
"4415";796;772
"515";797;855
"853";797;872
"3075";797;753
"3277";797;726
"4674";797;863
"4941";797;732
"762";798;865
"4739";798;731
"195";799;761
"367";799;763
"87";800;790
"1842";800;774
"1945";800;836
"3848";800;793
"3894";800;816
"1500";801;796
"3049";801;876
"666";802;820
"727";802;769
"1071";802;759
"1331";802;731
"1588";802;711
"1696";802;738
"1710";802;735
"2017";802;730
"4301";802;893
"652";803;751
"715";803;743
"1232";803;704
"2792";803;890
"4912";803;902
"431";804;846
"590";804;750
"680";804;827
"6";805;749
"134";805;740
"1329";805;820
"2007";805;724
"3149";805;807
"896";806;798
"967";806;716
"1658";806;792
"1687";806;814
"2342";806;859
"2775";806;856
"4260";806;765
"4523";806;858
"423";807;754
"854";807;836
"1109";807;712
"4393";807;732
"774";808;847
"1561";808;828
"4032";808;878
"4133";808;793
"68";809;717
"346";809;877
"2312";809;902
"2782";809;890
"219";811;759
"374";811;740
"640";811;836
"701";811;843
"1241";811;758
"1455";811;723
"1661";811;833
"3620";811;743
"3860";811;873
"3158";812;745
"3884";812;848
"4031";812;848
"4208";812;912
"1440";813;895
"3819";813;789
"4396";813;893
"282";814;910
"617";814;832
"643";814;830
"1963";814;850
"2547";814;855
"4765";814;840
"1034";815;889
"3025";815;813
"2390";816;750
"3376";816;718
"4562";816;822
"468";817;845
"1030";817;796
"3060";817;913
"3359";817;745
"3691";817;824
"4254";817;838
"4417";817;804
"47";818;865
"185";818;731
"3329";818;827
"4867";818;772
"437";819;726
"3763";819;794
"1056";820;831
"1064";820;733
"1421";820;861
"1579";820;909
"2367";820;752
"2415";820;731
"3283";820;783
"4128";820;735
"155";821;877
"2424";821;867
"3361";821;909
"610";822;731
"803";822;769
"1189";822;811
"1274";822;851
"2211";822;740
"3382";822;903
"4475";822;781
"7";823;885
"108";823;754
"1335";823;739
"1468";823;755
"1685";823;919
"1919";823;874
"2355";823;914
"2666";823;887
"2996";823;780
"4593";823;878
"1688";824;811
"2354";824;906
"1593";825;898
"1723";825;916
"1858";825;850
"2859";825;904
"3180";825;914
"3198";825;749
"4510";825;876
"4606";825;798
"3265";826;816
"4879";826;888
"386";827;854
"969";827;741
"1378";827;783
"2762";827;906
"4583";827;866
"4859";827;791
"1518";828;866
"2280";828;842
"4223";828;754
"4603";828;910
"293";829;852
"403";829;806
"813";829;840
"3323";829;769
"463";830;774
"1382";830;841
"3557";830;827
"3802";830;848
"4423";830;854
"504";832;840
"3318";832;819
"3753";832;892
"685";833;846
"1952";833;904
"3460";833;822
"3906";833;870
"787";834;848
"2123";834;795
"4372";834;887
"4708";834;821
"1147";835;894
"1207";835;905
"1656";835;876
"2705";835;737
"3521";835;914
"3730";835;877
"3981";835;907
"671";836;928
"1921";836;912
"2411";836;767
"4446";836;887
"2005";837;802
"2476";837;792
"2931";837;869
"3490";837;822
"4021";837;744
"824";838;868
"1429";838;906
"2393";838;786
"2560";838;879
"2812";838;832
"2991";838;817
"373";839;887
"583";839;777
"608";839;752
"1257";839;803
"1419";839;900
"1733";839;792
"2090";839;861
"2396";839;861
"2927";839;887
"3559";839;848
"223";840;814
"890";840;775
"1447";840;746
"3428";840;907
"3867";840;826
"738";841;912
"989";841;743
"1628";841;902
"2444";841;783
"2737";841;928
"3392";841;788
"4843";841;782
"852";842;926
"1790";842;862
"2318";842;769
"4226";842;832
"401";843;883
"449";843;772
"1023";843;759
"3471";843;849
"4229";843;758
"4988";843;802
"791";844;788
"1349";844;897
"1553";844;817
"1872";844;916
"3234";844;884
"3583";844;751
"5";845;843
"453";845;785
"672";845;888
"1146";845;830
"1615";845;788
"1713";845;864
"4373";845;866
"4773";845;827
"137";846;779
"988";846;853
"2777";846;852
"3241";846;893
"4785";846;868
"4933";846;748
"1204";847;784
"3314";847;792
"3725";847;841
"2887";848;821
"2909";848;830
"3178";848;830
"3199";848;809
"4239";848;935
"1487";849;933
"1862";849;857
"3168";849;762
"4150";849;906
"1075";850;913
"3363";850;788
"4315";850;907
"4483";850;950
"1246";851;816
"1563";851;939
"1992";851;784
"2401";851;820
"2644";851;909
"3890";851;940
"4297";851;771
"4469";851;909
"814";852;836
"1392";852;808
"99";853;926
"679";853;888
"1970";853;879
"2200";853;765
"2341";853;940
"3081";853;926
"3571";853;793
"3982";853;774
"1425";854;892
"3971";854;931
"150";855;805
"299";855;833
"2953";855;814
"3076";855;820
"3709";855;818
"906";856;821
"1849";856;916
"2229";856;760
"2936";856;854
"3885";856;841
"4046";856;838
"4700";856;943
"39";857;805
"2769";857;832
"3126";857;867
"3597";857;935
"305";858;935
"2172";858;791
"2738";858;773
"3396";858;897
"4139";859;940
"4195";859;795
"4439";859;897
"650";860;815
"2569";860;860
"3572";860;814
"1360";861;938
"3202";861;848
"3563";861;872
"4008";861;915
"4695";861;841
"1791";862;782
"2876";862;949
"3294";862;799
"3837";862;875
"4258";862;857
"4302";862;899
"4677";862;805
"1187";863;925
"3019";863;956
"3094";863;783
"3573";863;929
"3913";863;800
"2389";864;836
"3767";864;938
"4438";864;794
"1082";865;767
"1296";865;940
"1891";865;941
"3543";865;782
"4003";865;780
"4147";865;953
"4445";865;810
"160";866;803
"1866";866;860
"2223";866;836
"3773";866;915
"4057";866;791
"4163";866;885
"4751";866;958
"214";867;810
"345";867;836
"1286";867;855
"2246";867;950
"2449";867;864
"3156";867;850
"3488";867;895
"4140";867;827
"4807";867;890
"2479";868;829
"2641";868;967
"3116";868;784
"4205";868;804
"4218";868;847
"4575";868;885
"1260";869;850
"1652";869;818
"2557";869;963
"3539";869;931
"343";870;942
"1224";870;914
"1922";870;903
"126";871;874
"1368";871;778
"2572";871;891
"2723";871;911
"2878";871;816
"3854";871;807
"1211";872;928
"3925";872;821
"4129";872;804
"4543";872;927
"2016";873;834
"4936";873;849
"156";874;843
"1191";874;850
"3006";874;844
"3269";874;948
"179";875;842
"284";875;942
"1199";875;900
"1601";875;907
"1874";875;837
"2532";875;918
"2851";875;860
"3532";875;853
"2667";876;832
"1333";877;778
"1422";877;934
"2689";877;969
"3001";877;905
"3642";877;917
"955";878;831
"1290";878;789
"2520";878;810
"3871";878;815
"4004";878;961
"4088";878;780
"455";879;798
"703";879;945
"2058";879;796
"2833";879;941
"3005";879;908
"3121";879;970
"3786";879;863
"4963";879;875
"288";880;907
"734";880;978
"1570";880;801
"2208";880;848
"3962";880;972
"1404";881;911
"1993";881;895
"2363";881;975
"3720";881;900
"4722";881;854
"46";882;909
"205";882;931
"421";882;894
"983";882;873
"1954";882;937
"2285";882;821
"2693";882;849
"3068";882;902
"3385";882;896
"4712";882;978
"146";883;832
"157";883;966
"381";883;889
"649";883;956
"1221";883;789
"1398";883;808
"1577";883;915
"2019";883;976
"2169";883;790
"3796";883;858
"3831";883;921
"3853";883;907
"4055";883;844
"765";884;831
"1450";884;855
"1837";884;787
"1985";884;862
"2403";884;881
"3084";884;982
"3656";884;961
"1345";885;951
"1607";885;822
"1645";885;959
"1726";885;929
"1743";885;837
"2642";885;911
"3666";885;869
"15";886;934
"216";886;889
"1359";886;904
"1519";886;801
"2464";886;936
"4638";886;823
"4922";886;931
"4960";886;978
"256";887;970
"334";887;978
"1410";887;950
"1686";887;925
"1765";887;942
"1882";887;847
"2156";887;792
"2858";887;957
"3856";887;819
"3992";887;868
"4390";887;827
"291";888;821
"1460";888;944
"2271";888;884
"3003";888;982
"4476";888;839
"4934";888;959
"1735";889;845
"2726";889;958
"3437";889;887
"2379";890;910
"3155";890;831
"3838";890;899
"41";891;881
"472";891;903
"548";891;831
"1389";891;924
"4000";891;843
"4105";891;793
"14";892;945
"59";892;845
"4584";892;826
"4788";892;836
"1418";893;950
"2148";893;862
"3594";893;953
"4116";893;837
"867";894;935
"1226";894;948
"1357";894;923
"2128";894;878
"462";895;859
"3467";895;981
"4288";895;875
"4433";895;950
"1494";896;892
"1497";896;985
"2397";896;933
"3285";896;924
"575";897;813
"939";897;906
"2238";897;867
"62";898;799
"262";898;856
"3523";898;817
"3842";898;908
"687";899;963
"2516";899;932
"1073";900;896
"1844";900;958
"2773";900;902
"4468";900;814
"4699";900;853
"4752";900;969
"209";901;812
"1142";901;954
"1759";901;808
"3080";901;843
"4345";901;989
"2672";902;865
"2789";902;990
"2819";902;888
"3287";902;980
"796";903;884
"849";903;859
"1624";903;1003
"1635";903;848
"2834";903;836
"25";904;957
"325";904;972
"933";904;1001
"1372";904;987
"1742";904;942
"1977";904;959
"2940";904;965
"2969";904;851
"3986";904;851
"4557";904;859
"332";905;841
"2340";905;852
"4658";905;894
"4694";905;876
"2620";906;855
"2811";906;901
"3236";906;853
"3688";906;1002
"11";907;905
"916";907;850
"1314";907;947
"3762";907;977
"1318";908;833
"1876";908;882
"2744";908;841
"3724";908;846
"4538";908;850
"4588";908;841
"4776";908;851
"943";909;952
"2701";909;1004
"3425";909;960
"4251";909;909
"503";910;870
"3703";910;936
"4915";910;882
"1592";911;954
"2039";911;1001
"2638";911;851
"2698";911;836
"2944";911;934
"3941";911;879
"4101";911;879
"4842";911;970
"1303";912;824
"1715";912;895
"1871";912;843
"3105";912;827
"3219";912;974
"4629";912;947
"1423";913;987
"3348";913;1009
"4173";913;982
"4733";913;934
"1218";914;898
"1225";914;909
"1746";914;910
"1941";914;870
"3487";914;1014
"3695";914;941
"3146";915;993
"8";916;874
"1540";916;958
"2001";916;841
"2925";916;886
"3292";916;1006
"3303";916;880
"4811";916;1007
"467";917;936
"1228";917;878
"1932";917;1001
"4669";917;994
"1076";918;990
"1829";918;1008
"3066";918;863
"4652";918;844
"221";919;913
"530";919;914
"1086";919;941
"3607";919;847
"4676";919;895
"4986";919;1001
"349";920;851
"4431";920;923
"4705";920;824
"4923";920;1015
"406";921;910
"1154";921;884
"2573";922;866
"3920";922;989
"4096";922;887
"4306";922;865
"1753";923;897
"3047";923;864
"3513";923;832
"3552";923;838
"4386";923;953
"4980";923;910
"183";924;966
"2484";924;851
"3015";924;905
"4002";924;979
"2231";925;1013
"3644";925;1013
"4812";925;877
"3192";926;965
"4894";926;1000
"35";927;1002
"594";927;890
"1832";927;929
"2317";927;1025
"4154";927;878
"1043";928;848
"1606";928;1006
"1996";928;894
"2898";928;830
"3201";928;906
"3233";928;835
"133";929;972
"1152";929;897
"2339";929;909
"3031";929;947
"3102";929;840
"3456";929;865
"3948";929;868
"1092";930;908
"1777";930;936
"688";931;872
"903";931;969
"2259";931;921
"2328";931;1020
"2538";931;974
"3616";931;957
"4104";931;920
"4531";931;854
"4800";931;892
"846";932;895
"1269";932;1008
"2879";932;996
"3138";932;933
"4130";932;973
"516";933;842
"673";933;966
"858";933;899
"2302";933;872
"4425";933;888
"4831";933;1025
"372";934;964
"2639";934;884
"2786";934;885
"2961";934;912
"4367";934;842
"4388";934;958
"4678";934;899
"949";935;884
"623";936;899
"861";936;858
"1449";936;850
"1509";936;914
"2890";936;1009
"3466";936;872
"3804";936;891
"4017";936;1002
"4407";936;1015
"313";937;986
"1586";937;888
"2174";937;981
"3928";937;928
"4707";937;883
"4924";937;969
"1014";938;939
"1205";938;864
"2035";938;945
"359";939;867
"2051";939;865
"2063";939;921
"2111";939;892
"2628";939;847
"2661";939;928
"3123";939;992
"1306";940;879
"1669";940;840
"1835";940;959
"2101";940;854
"4805";940;980
"311";941;863
"382";941;868
"479";941;967
"756";941;924
"1929";941;972
"3414";941;1036
"3611";941;1037
"4325";941;867
"4505";941;845
"4781";941;1023
"1990";942;981
"2895";942;911
"2145";943;894
"2399";943;872
"2702";943;874
"2821";943;1007
"3483";943;1007
"3754";943;882
"4950";943;1018
"499";944;850
"1376";944;890
"1550";944;897
"1787";944;962
"2130";944;1006
"4274";944;1012
"4303";944;934
"523";945;989
"1420";945;880
"2736";945;885
"85";946;926
"932";946;918
"2598";946;965
"3183";946;1035
"1253";947;929
"1691";947;922
"1927";947;882
"1982";947;1027
"2591";947;987
"3834";947;905
"4216";947;1030
"303";948;883
"1972";948;892
"4212";948;898
"4618";948;889
"469";949;1020
"689";949;944
"809";949;1024
"1157";949;983
"2743";949;949
"3445";949;1027
"3801";949;880
"4517";949;1042
"302";950;988
"763";950;988
"2490";950;950
"2709";950;958
"3783";950;1004
"4142";950;995
"4179";950;881
"4569";950;927
"4168";951;909
"4937";951;859
"240";952;1012
"1785";952;899
"2270";952;1009
"2623";952;867
"3267";952;970
"4903";952;1043
"447";953;990
"706";953;859
"1535";953;876
"2110";953;853
"3284";953;893
"3665";953;949
"4123";953;949
"4662";953;872
"776";954;1011
"1485";954;1018
"1524";954;1019
"2084";954;981
"3431";954;1031
"3185";955;996
"3512";955;960
"3518";955;984
"3590";955;910
"3647";955;993
"4991";955;975
"1149";956;1025
"1926";956;896
"3700";956;920
"4866";956;1034
"44";957;1038
"301";957;963
"350";957;929
"1029";957;895
"3630";957;1023
"4268";957;1057
"3041";958;882
"3635";958;941
"4112";958;1038
"4869";958;1032
"1505";959;922
"2182";959;1026
"2494";959;975
"3509";959;970
"4796";959;985
"956";960;917
"1884";960;1053
"2602";960;969
"3619";960;1008
"4401";960;874
"147";961;1022
"37";962;1059
"976";962;899
"1587";962;946
"3726";962;890
"4149";962;923
"4587";962;899
"4929";962;1061
"532";963;913
"725";963;957
"2269";963;1042
"2544";963;1022
"2968";963;865
"3722";963;963
"4145";963;946
"4209";963;890
"4343";963;911
"4724";963;989
"4730";963;1026
"271";964;1059
"396";964;906
"683";964;1058
"2225";964;1017
"2650";964;1056
"4061";964;885
"1054";965;944
"1967";965;990
"3531";965;913
"3596";965;995
"4597";965;997
"1135";966;998
"1896";966;997
"2496";966;1012
"2722";966;890
"3207";966;903
"3544";966;980
"3821";966;974
"270";967;919
"707";967;923
"1275";967;1053
"3794";967;869
"4245";967;893
"4299";967;991
"2843";968;984
"3657";968;1011
"4137";968;934
"851";969;877
"954";969;894
"1229";969;897
"4579";969;887
"1134";970;875
"1895";970;1004
"2100";970;904
"904";971;872
"1230";971;924
"2583";971;1003
"2983";971;872
"1883";972;882
"2350";972;922
"3337";972;956
"3548";972;929
"4586";972;929
"4947";972;940
"1830";973;1055
"2234";973;967
"2554";973;1010
"2742";973;954
"4248";973;1044
"4264";973;899
"2483";974;914
"4901";974;1024
"3333";975;993
"3341";975;918
"3892";975;1054
"4103";975;907
"369";976;1076
"1316";976;944
"1697";977;1039
"2221";977;998
"2408";977;1072
"2749";977;943
"4037";977;1068
"4072";977;955
"4416";977;951
"1863";978;989
"3429";978;929
"236";979;992
"3038";979;997
"3175";979;1012
"3190";979;985
"3398";979;986
"3710";979;1026
"4465";979;1000
"360";980;1000
"808";980;1041
"1190";980;1004
"1898";980;936
"2798";980;984
"357";981;895
"1619";981;1013
"1779";981;1000
"1855";981;999
"1885";981;954
"3088";981;930
"3386";981;902
"4515";981;912
"2242";982;978
"2260";982;1045
"4039";982;1038
"234";983;1005
"4876";983;1056
"149";984;949
"392";984;1016
"2596";984;992
"4038";984;957
"4183";984;949
"3109";985;885
"4457";985;987
"512";986;961
"1822";986;987
"2152";986;987
"1580";987;942
"347";988;978
"402";988;1032
"2433";988;956
"3327";988;1072
"4541";988;999
"263";989;978
"1311";989;971
"1744";989;947
"2974";989;898
"3078";989;936
"3369";989;1037
"4522";989;1018
"1103";990;1059
"1530";990;1041
"3200";990;953
"3706";990;1043
"283";991;1000
"1005";991;987
"2543";991;1063
"3113";991;1070
"1180";992;1067
"1342";992;953
"1525";992;955
"2994";992;901
"4328";992;1006
"4748";992;978
"4777";992;985
"513";993;1002
"2487";993;955
"3800";993;1010
"4294";993;975
"4969";993;1009
"378";994;1028
"627";994;1088
"1451";994;968
"1816";994;1044
"1976";994;935
"2886";994;897
"3226";994;1006
"2040";995;907
"2365";995;1004
"3537";995;1039
"480";996;977
"1140";996;1041
"2432";996;1035
"2453";996;1079
"2616";996;945
"2952";996;1084
"600";997;1035
"698";997;932
"1200";997;1077
"2335";997;1059
"464";998;1056
"2068";998;935
"2656";998;1027
"3074";998;904
"4611";998;1062
"22";999;1076
"342";999;1069
"1310";999;1086
"1506";999;908
"2109";999;991
"2463";999;964
"2576";999;1034
"3717";999;994
"4035";999;983
"4600";999;1079
"2428";1000;1090
"3952";1000;988
"4840";1000;964
