"";"w";"p"
"4637";710;805
"958";711;218
"1086";711;844
"2174";711;774
"2191";711;617
"3343";711;112
"3364";711;679
"3879";711;53
"4394";711;843
"4567";711;520
"1300";712;444
"4325";712;831
"549";713;519
"4974";713;197
"64";714;883
"1577";714;460
"1898";714;353
"2104";714;674
"2258";714;828
"2372";714;59
"2890";714;674
"2923";714;465
"2111";715;945
"3738";715;149
"714";716;334
"727";716;286
"1720";716;21
"1940";716;601
"2089";716;650
"2794";716;671
"3766";716;1000
"4795";716;431
"774";717;91
"3236";717;287
"787";718;432
"1449";718;162
"2647";718;472
"3032";718;22
"3451";718;831
"3483";718;597
"1091";719;262
"1326";719;809
"1718";719;53
"1756";719;544
"1919";719;372
"2941";719;230
"4953";719;435
"1045";720;548
"1411";720;161
"2656";720;150
"2800";720;291
"3400";720;664
"315";721;590
"768";721;461
"2970";721;278
"3619";721;474
"4028";721;685
"4724";721;937
"1430";722;159
"1961";722;552
"2153";722;875
"2378";722;264
"3723";722;682
"3957";722;284
"167";723;323
"1208";723;306
"414";724;561
"1341";724;938
"2509";724;831
"3015";724;495
"401";725;15
"1023";725;146
"1154";725;518
"1055";726;683
"3382";726;521
"4278";726;821
"4876";726;108
"654";727;512
"3447";727;865
"4442";727;641
"1293";728;80
"1789";728;254
"2146";728;715
"3519";728;560
"3772";728;27
"4219";728;700
"354";729;654
"527";729;295
"1575";729;315
"2630";729;393
"3102";729;841
"1863";730;863
"2489";730;519
"524";731;901
"547";731;92
"712";731;82
"4209";732;222
"815";733;975
"1547";733;249
"4301";733;792
"4500";733;599
"4825";733;766
"2451";734;634
"2988";734;349
"3205";734;775
"3877";734;768
"4251";734;101
"4921";734;387
"540";735;511
"544";735;422
"1689";735;866
"2350";735;267
"2873";735;162
"3025";735;588
"4238";735;742
"4417";735;239
"545";736;720
"1155";736;348
"1340";736;646
"2128";736;541
"2418";736;754
"2136";737;138
"2298";737;675
"530";738;607
"3409";738;14
"3917";738;996
"324";739;411
"470";739;693
"1215";739;889
"1588";739;324
"2945";739;344
"3057";739;889
"3119";739;747
"4230";739;764
"204";740;846
"3125";740;389
"847";741;206
"1490";741;925
"3844";741;747
"4858";741;501
"141";742;474
"221";742;582
"1432";742;97
"1590";742;316
"2007";742;170
"2173";742;363
"2421";742;251
"3107";742;582
"674";743;462
"750";743;564
"1694";743;336
"98";744;758
"494";744;257
"1356";744;54
"2019";744;569
"3138";744;174
"3186";744;460
"3665";744;588
"910";745;235
"2952";745;525
"4575";745;349
"4580";745;679
"78";746;516
"975";746;687
"1002";746;297
"1678";746;154
"3961";746;451
"1187";747;391
"3547";747;862
"3953";747;302
"4538";747;112
"4870";747;99
"2388";748;859
"4466";748;528
"3539";749;347
"3722";749;823
"3786";749;278
"4696";749;50
"320";750;732
"1931";750;760
"2121";750;837
"2229";750;382
"2275";750;673
"2499";750;882
"2521";750;493
"2982";750;206
"3306";750;537
"3750";750;496
"4608";750;138
"479";751;901
"1596";751;394
"3984";751;116
"4392";751;81
"4587";751;455
"2556";752;636
"3048";752;273
"3133";752;191
"243";753;655
"907";753;786
"1731";753;409
"1921";753;891
"3927";753;556
"155";754;115
"255";754;280
"1750";754;903
"2524";754;343
"3036";754;704
"4885";754;145
"474";755;432
"2412";755;518
"2637";755;351
"4405";755;25
"395";756;649
"2579";756;703
"1801";757;63
"2691";757;786
"3976";757;311
"4796";757;771
"573";758;453
"752";758;830
"3097";758;277
"4604";758;703
"4932";758;319
"409";759;454
"1146";759;922
"1955";759;223
"2220";759;58
"3706";759;500
"4082";759;80
"4403";759;714
"113";760;66
"3386";760;655
"3861";760;561
"499";761;507
"797";761;397
"1466";761;560
"4965";761;337
"1344";762;820
"1740";762;667
"1960";762;444
"2430";762;345
"2875";762;588
"3578";762;671
"4054";762;648
"177";763;732
"740";763;971
"827";763;78
"1305";763;275
"1810";763;168
"2186";763;502
"2190";763;420
"3244";763;501
"3432";763;883
"3947";763;667
"82";764;603
"131";764;63
"1157";764;221
"1369";764;396
"1549";764;492
"2762";764;342
"125";765;866
"4593";765;147
"4693";765;259
"282";766;250
"433";766;654
"505";766;145
"3755";766;100
"3816";766;558
"4793";766;933
"801";767;272
"1088";767;959
"1794";767;900
"3667";767;57
"4467";767;655
"4570";767;619
"176";769;400
"878";769;53
"2035";769;114
"2360";769;818
"2999";769;381
"3916";769;714
"274";770;527
"1161";770;615
"3241";770;162
"3682";770;919
"4968";770;306
"400";771;608
"483";771;243
"604";771;951
"736";771;810
"1010";771;31
"4502";771;740
"4817";771;579
"271";772;673
"1354";772;833
"1428";772;469
"2525";772;95
"3520";772;739
"3956";772;154
"776";773;616
"1445";773;101
"123";774;396
"596";774;228
"1827";774;794
"2604";774;946
"4767";774;480
"119";775;833
"1806";775;746
"2692";775;110
"4328";775;697
"379";776;778
"1270";776;880
"2751";776;686
"4510";776;89
"559";777;764
"1583";777;169
"2107";777;869
"2342";777;859
"2838";777;19
"3661";777;533
"4574";777;901
"4";778;97
"2295";778;518
"2942";778;162
"1229";779;791
"2479";779;77
"2892";779;538
"2965";779;361
"3254";779;589
"96";780;814
"1900";780;273
"2801";780;433
"4545";780;934
"4674";780;651
"1719";781;298
"4590";782;578
"497";783;657
"1261";783;163
"2753";783;626
"3068";783;512
"4564";783;760
"3828";784;379
"4931";784;950
"312";785;182
"891";785;222
"1465";785;889
"2415";785;186
"4865";785;375
"1132";786;566
"1153";786;537
"2329";786;48
"2701";786;555
"2984";786;274
"4222";786;101
"4763";786;266
"939";787;388
"1049";787;702
"1949";787;595
"2235";787;490
"2688";787;410
"4333";787;677
"719";788;441
"1051";788;61
"3226";788;876
"4927";788;177
"259";789;140
"651";789;664
"1352";789;278
"1851";789;2
"2064";789;618
"4115";789;651
"185";790;293
"1127";790;86
"1418";790;103
"1946";790;421
"2192";790;194
"2445";790;256
"3142";790;376
"27";791;272
"1847";791;267
"2413";791;692
"3681";791;673
"220";792;72
"1144";792;454
"1452";792;867
"3021";792;425
"3412";792;183
"3991";792;78
"800";793;521
"906";793;725
"941";793;356
"2729";793;380
"2823";793;9
"3608";793;231
"3664";793;682
"3788";793;414
"3998";793;321
"4078";793;910
"4130";793;443
"4171";793;939
"1479";794;69
"3598";794;814
"4598";794;897
"129";795;846
"1139";795;239
"1875";795;867
"3465";795;481
"3616";795;767
"4952";795;568
"789";796;701
"2003";796;713
"2219";796;572
"278";797;245
"883";797;324
"1135";797;878
"3220";797;888
"3930";797;568
"4070";797;451
"4296";797;668
"4635";797;781
"1094";798;406
"2370";798;523
"4787";798;871
"607";799;709
"634";799;657
"3863";799;55
"4791";799;608
"4978";799;90
"624";800;913
"1828";800;99
"2248";801;263
"3292";801;203
"4581";801;450
"2724";802;173
"3511";802;705
"3592";802;274
"1633";803;543
"2929";803;631
"4103";803;249
"4936";803;305
"586";804;68
"3153";804;281
"4207";804;382
"299";805;343
"1554";805;347
"2338";805;861
"2473";805;328
"3824";805;749
"297";806;157
"543";806;797
"1939";806;851
"3649";806;420
"476";807;901
"2169";807;576
"2953";807;157
"3512";807;616
"4263";807;889
"4944";807;378
"471";808;944
"1399";808;319
"1927";808;789
"2196";808;172
"2207";808;133
"3034";808;464
"4853";808;392
"2966";809;225
"4823";809;190
"87";810;343
"672";810;764
"701";810;216
"2772";810;514
"3659";810;149
"4445";810;297
"286";811;893
"302";811;740
"1510";811;610
"1653";811;926
"2245";811;302
"2519";811;999
"2530";811;144
"1542";812;929
"2062";812;116
"2232";812;901
"2927";812;799
"3026";812;674
"3870";812;848
"836";813;383
"2279";813;774
"3240";813;160
"4422";813;125
"363";814;535
"915";814;401
"1277";814;1000
"2193";814;67
"3139";814;301
"3300";814;62
"4343";814;799
"4643";814;983
"445";815;174
"616";815;256
"1887";815;490
"3463";815;871
"3610";815;366
"4476";815;446
"4899";815;204
"2894";816;254
"4470";816;160
"853";817;304
"876";817;283
"1455";817;157
"2960";817;728
"3774";817;740
"1070";818;881
"2177";818;7
"2297";818;616
"493";819;44
"2541";819;285
"2778";819;974
"3060";819;400
"3410";819;520
"4040";819;433
"4243";819;500
"303";820;122
"839";820;586
"1021";820;293
"2488";820;780
"2547";820;674
"2987";820;510
"21";821;234
"1038";821;590
"2588";821;878
"2796";821;131
"3582";821;388
"4331";821;8
"4709";821;664
"164";822;468
"1072";822;911
"1310";822;339
"2454";822;169
"3291";822;16
"3352";822;663
"3415";822;571
"3905";822;308
"3993";822;197
"4224";822;948
"4441";822;543
"564";823;683
"2155";823;267
"2993";823;265
"3815";823;893
"4487";823;279
"228";824;943
"562";824;871
"3335";824;214
"4095";824;897
"4269";824;370
"4983";824;349
"591";825;590
"1095";825;611
"1587";825;742
"3294";825;769
"3751";825;70
"75";826;594
"2615";826;669
"3309";826;508
"4518";826;456
"1247";827;451
"2157";827;361
"4414";827;797
"4525";827;850
"130";828;384
"484";828;474
"1716";828;863
"2037";828;897
"4547";828;132
"2309";829;560
"3716";829;650
"3970";829;605
"4774";829;979
"242";830;402
"2427";830;49
"3576";830;676
"3804";830;140
"2379";831;79
"572";832;469
"2885";832;460
"3332";832;94
"4071";832;74
"820";833;319
"1323";833;123
"1496";833;604
"2131";833;720
"3719";833;786
"3743";833;435
"4868";833;231
"2708";834;929
"4681";834;989
"275";835;724
"1436";835;978
"3242";835;763
"3640";835;284
"4080";835;93
"384";836;96
"1568";836;148
"2930";836;394
"3121";836;26
"3439";836;405
"4118";836;942
"4515";836;127
"1112";837;701
"2856";837;608
"3854";837;728
"4531";837;265
"765";838;968
"2012";838;570
"1231";839;688
"1620";839;912
"2065";839;189
"2271";839;882
"3146";839;96
"3346";839;613
"4893";839;898
"1159";840;319
"1169";840;509
"2676";840;658
"3261";840;317
"4469";840;946
"4842";840;746
"485";841;322
"813";841;308
"1489";841;821
"3096";841;19
"3517";841;63
"3714";841;220
"69";842;334
"587";842;294
"1145";842;971
"1582";842;705
"1897";842;777
"1925";842;117
"2228";842;656
"2552";842;462
"2766";842;384
"4705";842;429
"583";843;415
"993";843;513
"1019";843;297
"1301";843;505
"1928";843;296
"2428";843;553
"2857";843;850
"2884";843;19
"4813";843;351
"152";844;936
"3181";844;266
"3757";844;976
"4562";844;204
"4623";844;862
"1390";845;504
"1443";845;815
"1880";845;942
"2682";845;929
"2741";845;322
"2769";845;623
"4126";845;605
"2117";846;676
"4664";846;858
"1773";847;275
"2747";847;562
"4973";847;9
"4984";847;352
"1835";848;913
"3093";848;238
"3456";848;311
"4104";848;906
"859";849;862
"2841";849;267
"3152";849;870
"3554";849;1
"982";850;856
"2422";850;824
"3304";850;979
"4749";850;639
"569";851;998
"3018";851;354
"4621";851;858
"4942";851;909
"424";852;949
"2389";852;581
"2642";852;147
"3434";852;825
"3862";852;712
"642";853;796
"1677";853;802
"3922";853;271
"13";854;600
"45";854;433
"2625";854;579
"3150";854;820
"3396";854;142
"3821";854;850
"4085";854;658
"4684";854;527
"385";855;303
"2474";855;97
"2853";855;88
"3342";855;521
"3712";855;161
"1172";856;728
"3354";856;364
"3853";856;86
"12";857;684
"1158";857;357
"2171";857;726
"2305";857;752
"3492";857;444
"1206";858;118
"1508";859;392
"2032";859;50
"3187";859;237
"143";860;519
"1447";860;395
"1483";860;534
"2540";860;938
"4894";860;97
"702";861;899
"1133";861;311
"1177";861;645
"1916";861;820
"2771";861;891
"457";862;888
"601";862;750
"1315";862;242
"3374";862;420
"3490";862;39
"4472";862;745
"4722";862;411
"4794";863;328
"2652";864;146
"3047";864;148
"4606";864;2
"4632";864;268
"4710";864;582
"1006";865;245
"1771";865;25
"2085";865;851
"2876";865;204
"4437";865;691
"4815";865;395
"4996";865;531
"57";866;946
"1365";866;986
"159";867;341
"1820";867;103
"3183";867;995
"442";868;529
"685";868;609
"858";868;633
"1279";868;133
"1570";868;302
"2715";868;36
"3086";868;746
"4323";868;972
"4941";868;622
"284";869;185
"1140";869;455
"3145";869;502
"4225";869;479
"4851";869;880
"2106";870;141
"2143";870;618
"2791";870;41
"3394";870;757
"366";871;86
"481";871;976
"633";871;776
"1034";871;635
"1040";871;162
"1260";871;579
"1303";871;31
"1556";871;213
"3707";871;952
"3787";871;733
"4026";871;474
"531";872;381
"1647";872;773
"1877";872;889
"2607";872;488
"957";873;81
"1367";873;994
"2051";873;506
"2270";873;823
"4021";873;172
"4322";873;652
"4622";873;783
"615";874;280
"1286";874;925
"2383";874;245
"2671";874;842
"4784";874;460
"2391";875;461
"2477";875;844
"2551";875;769
"2808";875;162
"2946";875;330
"3373";875;260
"960";876;143
"2075";876;270
"2517";876;814
"2602";876;354
"4488";876;310
"4835";876;442
"74";877;739
"1317";877;450
"1744";877;438
"2178";877;304
"3522";877;415
"3754";877;722
"2345";878;734
"4452";879;597
"4879";879;315
"635";880;259
"1009";880;478
"2194";880;141
"2346";880;346
"4760";880;707
"4765";880;378
"4940";880;319
"1726";881;169
"2737";881;113
"3041";881;118
"3230";881;363
"3591";881;956
"4053";881;481
"44";882;552
"511";882;759
"1115";882;478
"2349";882;142
"2431";882;375
"3345";882;801
"117";883;114
"2566";883;501
"2567";883;325
"2802";883;382
"4734";883;265
"1267";884;33
"1527";884;26
"1635";884;262
"2610";884;261
"3636";884;681
"803";885;814
"3269";885;982
"785";886;385
"792";886;26
"2253";886;604
"3118";886;15
"927";887;453
"1306";887;593
"1680";887;494
"3014";887;237
"3164";887;384
"4051";887;991
"627";888;110
"338";889;524
"1809";889;466
"3077";889;474
"3285";889;40
"3369";889;629
"3685";889;64
"3896";889;571
"4006";889;224
"1302";890;730
"2365";890;121
"2648";890;409
"3375";890;704
"3779";890;401
"4235";890;417
"1227";891;72
"757";892;375
"350";893;299
"1676";893;198
"2777";893;500
"3671";893;694
"652";894;151
"1528";894;213
"2870";894;487
"3693";894;444
"4159";894;672
"4383";894;270
"884";895;838
"2403";895;536
"3079";895;833
"4379";895;420
"4619";895;509
"1252";896;172
"1487";896;928
"1641";896;216
"526";897;688
"3147";897;333
"3435";897;715
"3910";897;639
"1840";898;327
"3200";898;818
"4125";898;563
"184";899;388
"520";899;921
"1011";899;827
"2050";899;614
"3287";899;940
"3427";899;252
"345";900;458
"2317";900;124
"1491";901;978
"1981";901;934
"3907";901;616
"4657";901;739
"4903";901;55
"2433";902;507
"2497";902;655
"4076";902;914
"3160";903;150
"3792";903;694
"4352";903;15
"1274";904;147
"1752";904;69
"2994";904;446
"3730";904;33
"3797";904;873
"3848";904;898
"4550";904;923
"576";905;419
"1658";905;92
"2621";905;497
"175";906;272
"248";906;533
"588";906;815
"1766";906;21
"3127";906;388
"3033";907;106
"3135";907;925
"3618";907;923
"3768";907;347
"4194";907;715
"585";908;828
"722";908;734
"1514";908;946
"4300";908;349
"466";909;286
"1845";909;289
"2369";909;106
"2745";909;589
"2817";909;900
"3132";909;620
"4358";909;312
"4435";909;683
"4687";909;366
"224";910;470
"2325";910;68
"4047";910;371
"4116";910;657
"4117";910;801
"4266";910;971
"4389";910;194
"4715";910;639
"1853";911;421
"3011";911;20
"258";912;43
"746";912;541
"1233";912;519
"2926";912;1000
"4008";912;409
"4426";912;710
"4976";912;340
"706";913;122
"3159";913;737
"4752";913;845
"212";914;294
"377";914;849
"389";914;171
"1327";914;842
"1943";914;110
"2102";914;135
"2399";914;75
"1790";915;288
"2814";915;243
"3988";915;763
"4228";915;506
"1500";916;4
"1788";916;213
"1883";916;877
"3377";916;564
"3381";916;164
"4314";916;650
"4857";916;95
"411";917;397
"2649";917;805
"375";918;863
"1269";918;155
"1933";918;428
"2356";918;544
"2931";918;148
"3050";918;746
"3301";918;53
"3555";918;309
"3562";918;848
"3141";919;350
"3846";919;113
"3873";919;186
"4081";919;709
"4670";919;678
"2158";920;114
"3123";920;132
"4334";920;592
"538";921;97
"1087";921;288
"3491";921;251
"4751";921;259
"4766";921;711
"132";922;100
"412";922;634
"825";922;284
"1974";922;935
"2773";922;716
"4633";922;285
"4970";922;912
"192";923;772
"368";923;55
"2347";923;413
"3169";923;978
"973";924;920
"1538";924;669
"2743";924;178
"2872";924;705
"4592";924;572
"112";925;231
"2054";925;664
"2420";925;719
"2697";925;296
"2757";925;508
"2764";925;566
"3632";925;735
"4256";925;36
"2478";926;688
"3028";926;608
"779";927;517
"795";927;833
"1134";927;413
"2140";927;569
"3718";927;849
"4221";927;750
"4630";927;915
"532";928;179
"861";928;266
"2858";928;425
"3166";928;968
"4933";928;190
"2024";929;206
"2265";929;61
"3551";929;783
"3983";929;142
"754";930;656
"1122";930;770
"1199";930;629
"3157";930;1
"4447";930;940
"4524";930;173
"4982";930;769
"1005";931;404
"1415";931;550
"4768";931;916
"4914";931;208
"48";932;840
"2201";932;995
"2903";932;461
"3696";932;197
"4282";932;390
"2321";933;313
"3232";933;103
"3407";933;241
"180";934;370
"349";934;7
"2408";934;370
"3216";934;372
"3331";934;733
"3392";934;162
"4506";934;823
"83";935;143
"723";935;209
"831";935;393
"1242";935;439
"1397";935;362
"1654";935;586
"1892";935;251
"2060";935;710
"2293";935;561
"3270";935;167
"3414";935;619
"4733";935;731
"1017";936;938
"1553";936;47
"1775";936;527
"3095";936;570
"3762";936;529
"3776";936;424
"3890";936;834
"4883";936;916
"356";937;515
"2147";937;167
"4192";937;962
"4304";937;833
"4516";937;376
"4816";937;788
"1992";938;402
"2115";938;321
"3499";938;172
"3977";938;291
"4690";938;964
"1791";939;553
"2004";939;56
"1410";940;105
"4088";940;685
"170";941;979
"555";941;226
"590";941;268
"742";941;182
"904";941;717
"1573";941;721
"3276";941;394
"5000";941;492
"636";942;589
"1338";942;849
"2386";942;565
"3770";942;523
"4836";942;641
"575";943;254
"1434";943;953
"2234";943;363
"2470";943;726
"3420";943;971
"3842";943;616
"4244";943;709
"550";944;857
"4114";944;554
"697";945;771
"1808";945;154
"2289";945;596
"2613";945;255
"2910";945;150
"3759";945;504
"3865";945;315
"151";946;74
"432";946;8
"440";946;629
"1749";946;43
"3046";946;736
"4429";946;645
"4660";946;570
"423";947;45
"1244";947;890
"1803";947;442
"3275";947;882
"3672";947;835
"3940";947;635
"4363";947;180
"4371";947;579
"2580";948;321
"2706";948;990
"10";949;882
"593";949;641
"1004";949;290
"1379";949;590
"3388";949;451
"4189";949;986
"4688";949;62
"1359";950;281
"2046";950;177
"3082";950;957
"3170";950;899
"1214";951;818
"2359";951;10
"2535";951;872
"2833";951;48
"3782";951;304
"3959";951;888
"4675";951;383
"1665";952;793
"2486";952;945
"3016";952;985
"4390";952;5
"821";953;993
"2287";953;16
"3802";953;233
"4848";953;78
"4994";953;26
"18";954;909
"846";954;375
"1533";954;290
"1743";954;861
"2583";954;387
"2718";954;792
"3912";954;137
"4683";954;115
"71";955;397
"425";955;739
"730";955;22
"731";955;521
"4464";955;552
"4935";955;370
"4958";955;860
"3969";956;715
"60";957;858
"205";957;41
"3064";957;625
"3639";957;435
"4481";957;308
"728";958;673
"999";958;42
"2063";958;780
"4535";958;97
"4602";958;876
"4990";958;228
"2200";959;459
"3173";959;973
"4145";959;87
"4198";959;670
"1160";960;927
"3238";960;940
"3597";960;507
"4485";960;981
"952";961;268
"1078";961;547
"1276";961;86
"1360";961;61
"3322";961;380
"3856";961;409
"4268";961;97
"104";962;795
"2027";963;736
"2561";963;241
"3010";963;201
"3179";963;117
"3185";963;573
"602";964;622
"1047";964;184
"1714";964;993
"2730";964;758
"2816";964;868
"3136";964;348
"3233";964;961
"4631";964;108
"2897";965;964
"3468";965;203
"3566";965;416
"4338";965;671
"663";966;212
"1380";966;632
"1998";966;730
"600";967;210
"2154";967;700
"2320";967;403
"4676";967;629
"1693";968;762
"4045";968;776
"4831";968;785
"691";969;50
"4029";969;151
"4480";969;65
"3009";970;925
"4220";970;459
"700";971;762
"889";971;261
"1294";971;342
"1299";971;121
"1727";971;692
"3691";971;876
"1207";972;822
"1408";972;61
"1569";972;90
"1597";972;820
"4018";972;822
"135";973;940
"1855";973;578
"3604";973;850
"1721";974;925
"2624";974;231
"3737";974;126
"1958";975;90
"2273";975;961
"2961";975;931
"3088";975;78
"3933";975;945
"3963";975;259
"1268";976;804
"1513";976;721
"1819";976;298
"3613";976;707
"4695";976;314
"1392";977;356
"2571";977;831
"3313";977;673
"3568";977;859
"553";978;313
"1406";978;733
"1783";978;608
"678";979;77
"1119";979;722
"1926";979;309
"2162";979;598
"2754";979;326
"3834";979;200
"4307";979;476
"1224";980;220
"2199";980;506
"2940";980;164
"3031";980;389
"2352";981;630
"4030";981;943
"4062";981;319
"53";982;38
"3196";982;694
"4193";982;939
"949";983;219
"2779";983;336
"3838";983;23
"3919";983;769
"4367";983;892
"1271";984;628
"1291";984;911
"1757";984;66
"2071";984;146
"2560";984;483
"2864";984;958
"4818";984;652
"506";985;877
"1082";985;745
"1606";985;302
"4024";985;483
"4226";985;709
"37";986;625
"1313";986;580
"3680";986;498
"438";987;97
"688";987;438
"3192";987;385
"3644";987;127
"3810";987;536
"4460";987;983
"154";988;527
"512";988;672
"1193";988;553
"1475";988;869
"2083";988;145
"3515";988;692
"4036";988;642
"4061";988;477
"4902";988;309
"4938";988;630
"832";989;922
"1068";989;289
"2548";989;783
"4311";989;900
"453";990;173
"1180";990;83
"2973";990;782
"3074";990;725
"4473";990;146
"4991";990;834
"92";991;924
"3898";991;14
"4776";991;512
"4875";991;30
"724";992;282
"863";992;627
"2206";992;750
"4415";992;864
"1551";993;166
"2545";993;214
"3302";993;908
"4020";993;538
"4043";993;653
"4814";993;282
"1036";994;99
"1896";994;532
"2554";994;114
"2951";994;693
"4756";994;563
"1474";995;684
"1630";995;257
"2057";995;338
"3065";995;148
"4329";995;58
"4960";995;827
"498";996;318
"513";996;371
"4179";996;80
"4648";996;886
"1226";997;703
"3314";997;482
"4273";997;233
"4552";997;666
"879";998;887
"3624";998;993
"4747";998;604
"4993";998;921
"3253";999;201
"4200";999;158
"755";1000;173
"1043";1000;599
"1506";1000;702
"1644";1000;95
"2627";1000;509
"4280";1000;378
"4295";1000;241
"4350";1000;115
