"";"w";"p"
"887";73;29
"978";73;3
"1228";73;148
"1234";73;161
"1253";73;147
"1294";73;148
"1302";73;52
"1309";73;19
"1551";73;25
"1836";73;41
"1853";73;173
"1863";73;35
"1993";73;122
"2012";73;66
"2122";73;37
"2384";73;159
"2496";73;134
"2610";73;138
"2648";73;19
"2735";73;63
"2769";73;61
"2776";73;132
"2842";73;100
"2886";73;12
"2940";73;149
"3020";73;153
"3085";73;154
"3094";73;114
"3187";73;56
"3250";73;159
"3422";73;136
"3583";73;17
"3806";73;16
"4066";73;114
"4078";73;115
"4082";73;158
"4536";73;65
"4706";73;138
"4832";73;65
"4834";73;101
"645";74;47
"682";74;22
"738";74;36
"777";74;79
"834";74;95
"869";74;121
"937";74;78
"994";74;45
"1054";74;138
"1082";74;49
"1091";74;6
"1296";74;34
"1369";74;62
"1392";74;62
"1635";74;8
"1662";74;45
"1704";74;128
"2049";74;82
"2250";74;4
"2258";74;83
"2292";74;142
"2417";74;110
"2434";74;29
"2443";74;155
"2458";74;117
"2461";74;172
"2591";74;60
"2627";74;20
"2651";74;64
"3433";74;66
"3891";74;89
"3971";74;33
"4024";74;111
"4091";74;76
"4110";74;69
"4560";74;122
"4704";74;10
"4816";74;158
"4929";74;113
"62";75;102
"80";75;152
"102";75;56
"232";75;32
"304";75;115
"321";75;135
"423";75;2
"477";75;19
"556";75;53
"713";75;142
"794";75;58
"802";75;36
"1188";75;162
"1204";75;158
"1231";75;164
"1400";75;5
"1425";75;98
"1671";75;21
"1730";75;123
"1774";75;144
"1844";75;5
"1857";75;88
"1904";75;116
"2153";75;166
"2204";75;139
"2224";75;68
"2320";75;148
"2376";75;154
"2383";75;102
"2414";75;26
"2704";75;5
"2722";75;25
"2765";75;18
"2835";75;120
"2932";75;120
"2947";75;76
"2957";75;37
"2967";75;75
"2990";75;86
"3000";75;99
"3022";75;174
"3541";75;91
"3622";75;108
"3668";75;1
"3756";75;15
"3816";75;149
"3819";75;166
"4028";75;131
"4050";75;19
"4076";75;118
"4181";75;109
"4196";75;167
"4274";75;14
"4294";75;93
"4318";75;160
"4409";75;111
"4433";75;90
"4535";75;154
"4545";75;91
"4562";75;59
"4593";75;39
"4608";75;151
"4684";75;78
"4787";75;115
"4818";75;6
"84";76;174
"122";76;170
"295";76;64
"317";76;67
"366";76;77
"433";76;75
"838";76;146
"1055";76;102
"1125";76;156
"1193";76;143
"1239";76;116
"1242";76;31
"1317";76;136
"1360";76;168
"1361";76;8
"1553";76;155
"1571";76;150
"1684";76;65
"1734";76;94
"1786";76;32
"2069";76;161
"2174";76;129
"2202";76;88
"2749";76;52
"2924";76;74
"2929";76;55
"3360";76;14
"3531";76;113
"3546";76;65
"3630";76;28
"3758";76;63
"3768";76;115
"3964";76;102
"4002";76;57
"4087";76;81
"4218";76;96
"4267";76;151
"4303";76;103
"4480";76;44
"4487";76;93
"4718";76;157
"4749";76;135
"4757";76;167
"4769";76;168
"4779";76;101
"4791";76;91
"4814";76;100
"4902";76;139
"49";77;76
"72";77;78
"76";77;162
"157";77;90
"239";77;37
"280";77;41
"287";77;80
"388";77;89
"532";77;100
"589";77;28
"598";77;38
"743";77;76
"772";77;34
"964";77;142
"1081";77;46
"1145";77;174
"1408";77;124
"1416";77;36
"1562";77;60
"1784";77;97
"1856";77;43
"1958";77;136
"1979";77;56
"2400";77;111
"2401";77;12
"2439";77;40
"2453";77;148
"2502";77;32
"2515";77;87
"2560";77;141
"2579";77;112
"2592";77;15
"2644";77;67
"2701";77;74
"2823";77;9
"3110";77;42
"3157";77;18
"3361";77;7
"3416";77;146
"3450";77;171
"3454";77;161
"3686";77;14
"3703";77;22
"3721";77;37
"3804";77;34
"3830";77;78
"3961";77;53
"3993";77;50
"4147";77;125
"4472";77;19
"4776";77;50
"4837";77;31
"4847";77;101
"4908";77;68
"4951";77;87
"75";78;140
"347";78;35
"552";78;39
"635";78;33
"668";78;111
"784";78;17
"989";78;170
"1004";78;95
"1006";78;132
"1067";78;85
"1358";78;134
"1446";78;62
"1621";78;85
"1634";78;156
"1669";78;163
"1780";78;116
"1851";78;83
"1957";78;23
"2050";78;53
"2354";78;43
"2440";78;9
"2531";78;62
"2640";78;60
"2662";78;147
"2688";78;101
"2726";78;15
"2773";78;113
"2840";78;150
"2879";78;28
"3119";78;129
"3120";78;122
"3472";78;29
"3508";78;7
"3607";78;140
"3658";78;1
"3685";78;60
"3739";78;152
"3953";78;75
"4175";78;2
"4254";78;50
"4287";78;171
"4407";78;158
"4411";78;23
"4426";78;6
"4430";78;92
"4444";78;78
"4522";78;148
"4570";78;1
"4626";78;116
"4657";78;146
"4762";78;177
"4804";78;116
"4880";78;93
"4965";78;178
"52";79;35
"174";79;4
"176";79;96
"325";79;135
"350";79;27
"389";79;69
"437";79;39
"826";79;135
"1097";79;91
"1124";79;9
"1357";79;4
"1638";79;108
"1878";79;148
"1914";79;116
"1921";79;141
"1956";79;85
"1975";79;33
"1998";79;135
"2001";79;96
"2042";79;101
"2051";79;143
"2074";79;130
"2162";79;173
"2194";79;15
"2390";79;23
"2415";79;128
"2471";79;144
"2822";79;43
"2900";79;122
"2927";79;85
"2994";79;49
"3236";79;99
"3252";79;14
"3281";79;104
"3301";79;10
"3311";79;10
"3387";79;106
"3436";79;65
"3489";79;66
"3623";79;169
"3861";79;34
"3983";79;52
"3990";79;13
"4220";79;177
"4392";79;22
"4439";79;127
"4463";79;74
"4631";79;23
"4862";79;74
"4888";79;26
"4946";79;79
"17";80;104
"250";80;156
"269";80;30
"466";80;162
"829";80;72
"1035";80;106
"1046";80;10
"1050";80;12
"1115";80;37
"1249";80;155
"1530";80;37
"1742";80;140
"1899";80;114
"2266";80;49
"2351";80;33
"2477";80;115
"2485";80;59
"2487";80;126
"2543";80;114
"2574";80;16
"2655";80;15
"2761";80;18
"2898";80;39
"2905";80;8
"2921";80;178
"2944";80;131
"3223";80;133
"3254";80;40
"3363";80;133
"3385";80;151
"3502";80;6
"3556";80;2
"3558";80;61
"3574";80;137
"3579";80;108
"3697";80;14
"3767";80;74
"3797";80;42
"3940";80;54
"3995";80;109
"4036";80;67
"4094";80;104
"4151";80;78
"4168";80;61
"4261";80;56
"4450";80;31
"4493";80;105
"4512";80;159
"4555";80;21
"4784";80;169
"4919";80;24
"111";81;29
"151";81;90
"236";81;139
"320";81;155
"383";81;143
"386";81;87
"484";81;173
"690";81;77
"709";81;171
"810";81;158
"816";81;148
"997";81;175
"1034";81;113
"1187";81;136
"1270";81;116
"1368";81;172
"1405";81;151
"1450";81;96
"1519";81;98
"1754";81;24
"1756";81;58
"1785";81;174
"1789";81;94
"1792";81;180
"1798";81;27
"1883";81;146
"1989";81;52
"2191";81;8
"2253";81;19
"2398";81;163
"2426";81;4
"2514";81;31
"2633";81;131
"2818";81;147
"2819";81;166
"3134";81;177
"3194";81;105
"3196";81;114
"3356";81;30
"3357";81;20
"3551";81;22
"3650";81;149
"3822";81;37
"3845";81;12
"4037";81;118
"4204";81;113
"4207";81;70
"4225";81;81
"4420";81;137
"4432";81;81
"4462";81;160
"4571";81;24
"4641";81;58
"4766";81;59
"4964";81;144
"53";82;58
"91";82;50
"120";82;167
"310";82;135
"358";82;1
"424";82;18
"557";82;162
"745";82;83
"895";82;181
"896";82;153
"1158";82;119
"1168";82;171
"1344";82;172
"1401";82;84
"1469";82;59
"1586";82;111
"1705";82;164
"1709";82;12
"1782";82;169
"1896";82;153
"1929";82;159
"2011";82;138
"2063";82;158
"2179";82;90
"2212";82;142
"2215";82;93
"2319";82;97
"2335";82;182
"2479";82;111
"2546";82;149
"2690";82;60
"2992";82;174
"3005";82;12
"3031";82;12
"3066";82;65
"3108";82;180
"3144";82;179
"3228";82;21
"3402";82;22
"3487";82;38
"3504";82;142
"3610";82;160
"3620";82;117
"3652";82;37
"3687";82;181
"3710";82;59
"3759";82;42
"3764";82;84
"3807";82;129
"4052";82;53
"4389";82;129
"4500";82;19
"4669";82;89
"4801";82;74
"4851";82;49
"338";83;113
"426";83;51
"560";83;47
"586";83;96
"706";83;179
"923";83;128
"1248";83;42
"1435";83;73
"1663";83;16
"1687";83;104
"1702";83;88
"1895";83;17
"1897";83;126
"1990";83;79
"2054";83;147
"2167";83;58
"2190";83;28
"2413";83;21
"2484";83;98
"2593";83;128
"2620";83;58
"2678";83;84
"2682";83;166
"2752";83;37
"2802";83;10
"2934";83;152
"3065";83;181
"3084";83;59
"3131";83;90
"3182";83;35
"3220";83;151
"3379";83;168
"3392";83;182
"3396";83;64
"3469";83;157
"3478";83;86
"3631";83;177
"3660";83;19
"3780";83;93
"3793";83;18
"3904";83;60
"3972";83;145
"4249";83;73
"4298";83;180
"4357";83;159
"4442";83;6
"4447";83;177
"4589";83;139
"4993";83;98
"4994";83;119
"18";84;73
"46";84;153
"50";84;118
"200";84;48
"247";84;168
"404";84;112
"443";84;177
"445";84;130
"514";84;6
"626";84;58
"683";84;169
"708";84;177
"716";84;100
"729";84;6
"893";84;160
"905";84;48
"987";84;33
"1017";84;156
"1023";84;166
"1189";84;173
"1206";84;69
"1277";84;153
"1311";84;114
"1518";84;67
"1574";84;164
"1622";84;78
"1887";84;125
"2488";84;105
"2746";84;66
"2928";84;57
"2981";84;47
"3247";84;89
"3409";84;107
"3429";84;149
"3492";84;154
"3600";84;40
"3614";84;85
"3769";84;112
"3831";84;87
"3843";84;123
"3977";84;51
"4155";84;45
"4186";84;106
"4194";84;27
"4396";84;163
"4446";84;113
"4456";84;27
"4609";84;53
"4894";84;118
"4925";84;6
"77";85;31
"168";85;48
"188";85;4
"329";85;101
"342";85;120
"344";85;105
"385";85;83
"400";85;76
"640";85;61
"790";85;148
"1042";85;13
"1048";85;122
"1154";85;118
"1269";85;48
"1273";85;101
"1430";85;151
"1476";85;121
"1649";85;107
"1801";85;114
"1885";85;184
"1973";85;118
"1987";85;63
"2052";85;90
"2157";85;71
"2478";85;128
"2509";85;154
"2759";85;57
"2821";85;6
"3063";85;49
"3165";85;124
"3185";85;126
"3322";85;109
"3388";85;29
"3431";85;118
"3440";85;35
"3520";85;43
"3619";85;160
"4084";85;119
"4501";85;147
"4869";85;40
"4927";85;49
"19";86;82
"60";86;94
"267";86;142
"449";86;81
"482";86;163
"719";86;88
"769";86;162
"840";86;91
"853";86;168
"935";86;118
"1014";86;5
"1030";86;33
"1084";86;84
"1379";86;21
"1479";86;57
"1502";86;34
"1524";86;162
"1854";86;48
"1939";86;142
"2102";86;53
"2158";86;49
"2160";86;21
"2259";86;107
"2262";86;65
"2291";86;160
"2330";86;103
"2456";86;84
"2590";86;22
"2643";86;48
"2663";86;53
"2986";86;16
"3203";86;176
"3295";86;1
"3367";86;48
"3525";86;150
"3538";86;141
"3569";86;157
"3570";86;8
"3602";86;51
"3794";86;147
"3855";86;128
"3872";86;55
"3938";86;159
"3957";86;126
"4230";86;73
"4289";86;30
"4390";86;1
"4486";86;112
"4586";86;148
"4844";86;91
"20";87;88
"114";87;34
"141";87;20
"150";87;93
"183";87;150
"211";87;8
"225";87;113
"293";87;68
"374";87;165
"382";87;54
"525";87;10
"611";87;42
"765";87;107
"801";87;46
"897";87;107
"1367";87;63
"1414";87;166
"1456";87;145
"1491";87;2
"1516";87;93
"1523";87;122
"1625";87;94
"1679";87;88
"1736";87;142
"1832";87;127
"1923";87;125
"1931";87;45
"2010";87;111
"2129";87;146
"2156";87;171
"2209";87;134
"2507";87;32
"2517";87;152
"2551";87;54
"2618";87;157
"2679";87;8
"2687";87;69
"2770";87;49
"2859";87;167
"2923";87;47
"2939";87;24
"3006";87;65
"3039";87;39
"3070";87;39
"3251";87;48
"3259";87;37
"3310";87;28
"3576";87;51
"3586";87;34
"3692";87;32
"3820";87;29
"3934";87;3
"4187";87;186
"4527";87;38
"4554";87;87
"4649";87;6
"4755";87;42
"4767";87;3
"4802";87;54
"4830";87;90
"4899";87;127
"4989";87;129
"4992";87;28
"171";88;122
"182";88;22
"299";88;97
"540";88;127
"569";88;112
"605";88;30
"761";88;68
"981";88;153
"1196";88;64
"1285";88;86
"1327";88;135
"1411";88;23
"1628";88;126
"1793";88;33
"2000";88;82
"2053";88;166
"2055";88;38
"2106";88;145
"2208";88;77
"2386";88;29
"2693";88;64
"2710";88;44
"3029";88;66
"3238";88;21
"3743";88;56
"3788";88;139
"3930";88;164
"3935";88;125
"4098";88;177
"4106";88;159
"4107";88;124
"4138";88;174
"4301";88;185
"4618";88;103
"4811";88;134
"357";89;184
"436";89;81
"643";89;78
"737";89;87
"789";89;187
"860";89;32
"919";89;93
"1002";89;25
"1376";89;174
"1385";89;130
"1407";89;25
"2155";89;69
"2223";89;58
"2249";89;57
"2357";89;127
"2519";89;126
"2918";89;37
"3051";89;101
"3176";89;74
"3352";89;164
"3355";89;86
"3382";89;42
"3386";89;161
"3407";89;129
"3464";89;110
"3545";89;81
"3571";89;144
"3591";89;129
"3638";89;22
"3897";89;97
"4058";89;152
"4210";89;168
"4260";89;183
"4337";89;65
"4382";89;113
"4453";89;61
"4508";89;178
"4610";89;157
"4640";89;24
"68";90;81
"103";90;162
"434";90;40
"465";90;70
"490";90;77
"600";90;63
"616";90;174
"783";90;8
"885";90;135
"1207";90;26
"1441";90;112
"1471";90;165
"1603";90;124
"1677";90;155
"1765";90;183
"1855";90;144
"1868";90;88
"2021";90;92
"2036";90;166
"2312";90;122
"2444";90;94
"2576";90;90
"2622";90;53
"2706";90;22
"2712";90;19
"2841";90;57
"2882";90;79
"2911";90;50
"2988";90;44
"3068";90;68
"3333";90;106
"3349";90;158
"3460";90;78
"3609";90;76
"3613";90;92
"3651";90;153
"3842";90;121
"3859";90;129
"3869";90;124
"3998";90;104
"4011";90;190
"4132";90;15
"4332";90;16
"4356";90;79
"4443";90;147
"4495";90;186
"4655";90;117
"4723";90;88
"4729";90;108
"4742";90;169
"4756";90;150
"4810";90;136
"4893";90;104
"113";91;160
"175";91;120
"185";91;151
"190";91;45
"281";91;116
"312";91;73
"313";91;8
"479";91;7
"503";91;76
"596";91;177
"694";91;5
"702";91;41
"736";91;62
"849";91;22
"881";91;187
"890";91;24
"1018";91;10
"1225";91;36
"1474";91;150
"1651";91;52
"1722";91;72
"1806";91;144
"1825";91;141
"1867";91;153
"2046";91;3
"2056";91;9
"2097";91;155
"2553";91;183
"2731";91;189
"2845";91;93
"2863";91;57
"2888";91;102
"2949";91;43
"2985";91;162
"3010";91;16
"3014";91;20
"3075";91;95
"3587";91;121
"3755";91;171
"3808";91;12
"3946";91;113
"3987";91;32
"4015";91;156
"4046";91;173
"4048";91;42
"4049";91;121
"4206";91;139
"4233";91;153
"4383";91;76
"4448";91;92
"4599";91;142
"5000";91;123
"47";92;60
"255";92;54
"346";92;28
"363";92;42
"476";92;71
"483";92;52
"506";92;117
"508";92;33
"531";92;111
"554";92;114
"585";92;115
"637";92;173
"744";92;87
"785";92;13
"862";92;181
"871";92;91
"933";92;107
"947";92;90
"1136";92;107
"1192";92;66
"1264";92;153
"1341";92;156
"1701";92;11
"1724";92;73
"1955";92;116
"2020";92;25
"2110";92;95
"2130";92;65
"2141";92;85
"2240";92;13
"2389";92;93
"2423";92;61
"2568";92;154
"2639";92;11
"2719";92;149
"2744";92;1
"2791";92;50
"2862";92;63
"2864";92;76
"2889";92;124
"2902";92;11
"2916";92;10
"3013";92;115
"3099";92;191
"3101";92;78
"3197";92;139
"3376";92;177
"3390";92;189
"3459";92;30
"3674";92;187
"3698";92;96
"3715";92;135
"3720";92;127
"3796";92;22
"3823";92;174
"3911";92;123
"3939";92;17
"3942";92;38
"4182";92;160
"4309";92;48
"4479";92;153
"4534";92;143
"4598";92;130
"4673";92;162
"4785";92;104
"4885";92;88
"4887";92;112
"4944";92;71
"4971";92;38
"10";93;103
"152";93;18
"463";93;127
"563";93;153
"752";93;18
"797";93;54
"892";93;138
"956";93;64
"1180";93;81
"1195";93;130
"1301";93;85
"1346";93;159
"1375";93;142
"2118";93;119
"2145";93;47
"2263";93;39
"2422";93;36
"2573";93;7
"3038";93;29
"3074";93;135
"3138";93;27
"3161";93;77
"3175";93;114
"3380";93;54
"3603";93;170
"3643";93;139
"3682";93;100
"3778";93;110
"3857";93;45
"4062";93;39
"4099";93;7
"4351";93;12
"4485";93;157
"4498";93;40
"4623";93;164
"4642";93;178
"4739";93;185
"4794";93;17
"4882";93;44
"4939";93;35
"4975";93;156
"4985";93;47
"4998";93;68
"128";94;147
"258";94;17
"384";94;169
"405";94;40
"480";94;68
"511";94;14
"639";94;121
"661";94;70
"667";94;168
"693";94;27
"732";94;141
"973";94;13
"1092";94;19
"1199";94;175
"1201";94;183
"1511";94;91
"1532";94;37
"1719";94;83
"1753";94;25
"1795";94;21
"1803";94;176
"1947";94;7
"1977";94;46
"2242";94;82
"2373";94;141
"2692";94;82
"2792";94;98
"2798";94;108
"2829";94;88
"2978";94;40
"3037";94;102
"3041";94;90
"3141";94;82
"3150";94;110
"3306";94;184
"3307";94;95
"3312";94;9
"3324";94;40
"3444";94;70
"3452";94;164
"3473";94;30
"3485";94;147
"3496";94;162
"3563";94;47
"3736";94;111
"3959";94;53
"3962";94;84
"3975";94;64
"4008";94;70
"4092";94;15
"4270";94;55
"4664";94;96
"4828";94;132
"4829";94;61
"4967";94;36
"112";95;142
"195";95;114
"226";95;77
"300";95;132
"451";95;94
"528";95;137
"530";95;37
"615";95;118
"1102";95;125
"1140";95;156
"1141";95;89
"1166";95;180
"1179";95;144
"1274";95;194
"1330";95;75
"1353";95;109
"1580";95;161
"1838";95;144
"1891";95;9
"2006";95;104
"2462";95;16
"2473";95;78
"2506";95;135
"2665";95;85
"2674";95;188
"2725";95;187
"3053";95;101
"3112";95;136
"3205";95;180
"3229";95;195
"3493";95;56
"3513";95;181
"3645";95;91
"3696";95;130
"3787";95;86
"3828";95;187
"3871";95;101
"3902";95;190
"3982";95;111
"4165";95;124
"4277";95;174
"4358";95;85
"4404";95;182
"4422";95;3
"4528";95;106
"4544";95;16
"4841";95;139
"4854";95;70
"4945";95;119
"202";96;125
"485";96;2
"536";96;159
"584";96;27
"740";96;133
"819";96;94
"868";96;172
"955";96;159
"967";96;83
"982";96;161
"1007";96;114
"1044";96;103
"1117";96;97
"1176";96;36
"1380";96;126
"1445";96;80
"1449";96;136
"1467";96;175
"1473";96;178
"1544";96;38
"1549";96;67
"1656";96;96
"1697";96;22
"1764";96;195
"1827";96;130
"1886";96;164
"1905";96;164
"2107";96;143
"2117";96;29
"2265";96;48
"2580";96;183
"2871";96;173
"3097";96;54
"3235";96;158
"3263";96;55
"3328";96;20
"3434";96;39
"3447";96;100
"3680";96;131
"3762";96;57
"3885";96;183
"3980";96;97
"4096";96;5
"4123";96;160
"4227";96;130
"4275";96;26
"4360";96;20
"4363";96;128
"4464";96;35
"4506";96;70
"4507";96;97
"4590";96;105
"4665";96;101
"4675";96;88
"4714";96;51
"4806";96;145
"4820";96;118
"4942";96;100
"66";97;18
"94";97;50
"172";97;17
"414";97;94
"543";97;100
"717";97;150
"908";97;143
"1056";97;85
"1209";97;141
"1210";97;186
"1315";97;84
"1329";97;184
"1391";97;77
"1559";97;111
"1615";97;191
"1644";97;13
"1751";97;7
"1866";97;146
"1942";97;63
"1959";97;146
"2004";97;75
"2121";97;72
"2214";97;6
"2428";97;76
"2649";97;116
"2753";97;147
"2763";97;33
"2782";97;144
"2860";97;51
"2998";97;87
"3044";97;85
"3059";97;101
"3270";97;33
"3275";97;125
"3669";97;68
"3748";97;50
"3760";97;21
"3761";97;40
"3913";97;92
"3984";97;104
"4005";97;110
"4030";97;127
"4242";97;54
"4310";97;23
"4588";97;48
"4605";97;41
"4861";97;99
"4918";97;69
"4921";97;108
"4926";97;188
"4930";97;129
"4979";97;61
"15";98;6
"69";98;79
"274";98;123
"776";98;161
"798";98;83
"799";98;39
"916";98;28
"1064";98;151
"1069";98;120
"1135";98;70
"1233";98;82
"1340";98;122
"1653";98;197
"1706";98;71
"1815";98;126
"1889";98;194
"2101";98;45
"2198";98;36
"2205";98;18
"2310";98;58
"2355";98;86
"2363";98;111
"2393";98;24
"2586";98;61
"2755";98;114
"3104";98;13
"3168";98;44
"3198";98;139
"3299";98;14
"3424";98;106
"3427";98;98
"3575";98;123
"3779";98;183
"3790";98;37
"3926";98;139
"4022";98;93
"4059";98;186
"4103";98;161
"4127";98;150
"4164";98;85
"4257";98;60
"4284";98;122
"4291";98;17
"4305";98;119
"4329";98;48
"4509";98;98
"4521";98;114
"4596";98;86
"4644";98;63
"4682";98;193
"4717";98;140
"117";99;159
"205";99;9
"399";99;91
"499";99;95
"579";99;165
"837";99;141
"946";99;35
"953";99;133
"1022";99;71
"1202";99;185
"1396";99;137
"1555";99;143
"1579";99;176
"1880";99;1
"1919";99;87
"1949";99;190
"1980";99;46
"2022";99;136
"2083";99;199
"2221";99;102
"2273";99;108
"2296";99;196
"2544";99;87
"2669";99;64
"2946";99;180
"3190";99;151
"3209";99;184
"3543";99;177
"3870";99;89
"3907";99;104
"4012";99;67
"4153";99;83
"4266";99;199
"4405";99;27
"4525";99;156
"4594";99;146
"4708";99;79
"4746";99;105
"4747";99;97
"4825";99;26
"4833";99;23
"406";100;15
"459";100;93
"468";100;58
"546";100;27
"993";100;76
"1008";100;113
"1016";100;3
"1072";100;183
"1287";100;104
"1295";100;43
"1320";100;87
"1326";100;130
"1359";100;7
"1366";100;3
"1547";100;52
"1616";100;173
"1794";100;105
"1809";100;121
"1940";100;31
"2002";100;180
"2082";100;173
"2104";100;176
"2154";100;3
"2187";100;94
"2279";100;13
"2293";100;197
"2475";100;54
"2497";100;170
"2636";100;129
"2691";100;62
"2727";100;50
"2809";100;150
"2838";100;17
"2865";100;114
"3146";100;197
"3193";100;3
"3208";100;50
"3344";100;148
"3455";100;82
"3564";100;192
"3597";100;88
"3706";100;106
"3844";100;136
"4449";100;149
"4475";100;13
"4672";100;190
"4690";100;24
"4812";100;152
"4905";100;158
